Run,Client,ClientId,BatchId,SampleId,OwnerSampleId,Replicate,PE,primers_errors,merge_maxdiffs,merge_maxdiffpct,merge_minovlen,ExpL,merge_minlen,merge_maxlen,filter_max_ee,denoise_alpha,denoise_minsize,tax_ID,tax_maxaccepts,tax_maxrejects,tax_maxhits,tax_qcov,tax_minwords,tax_wordlen
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074037,E1126.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074038,E1134.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074039,E1142.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074040,E1055.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074041,E1063.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074042,E1071.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074043,E1079.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074044,E1087.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074045,E1095.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074046,E1103.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074047,E1111.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074048,E1119.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074049,E1127.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074050,E1135.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074051,E1143.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074052,E1056.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074053,E1064.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074054,E1072.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074055,E1080.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074056,E1088.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074057,E1096.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074058,E1104.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074059,E1112.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074060,E1120.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074061,E1128.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074062,E1136.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074063,E1144.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074064,E1057.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074065,E1065.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074066,E1073.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074067,E1081.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074068,E1089.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074069,E1097.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074070,E1105.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074071,E1113.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074072,E1121.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074073,E1129.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074074,E1137.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074075,E1145.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074076,E1058.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074077,E1066.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074078,E1074.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074079,E1082.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074080,E1090.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074081,E1098.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074082,E1106.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074083,E1114.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074084,E1122.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074085,E1130.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074086,E1138.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074087,E1146.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074088,E1059.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074089,E1067.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074090,E1075.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074091,E1083.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074092,E1091.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074093,E1099.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074094,E1107.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074095,E1115.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074096,E1123.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074097,E1131.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074098,E1139.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074099,E610.NC,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074100,E1060.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074101,E1068.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074102,E1076.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074103,E1084.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074104,E1092.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074105,E1100.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074106,E1108.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074107,E1116.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074108,E1124.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074109,E1132.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074110,E1140.SKQ2021,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074111,POSITIVE*,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074112,E2128.1B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074113,E2129.5B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074114,E2131.3B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074115,E2133.1B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074116,E2135.1B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074117,E2136.2B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074118,E1032.OC0821.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074119,E1032.OC0821.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074120,E1032.OC0821.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074121,E1267.OC0922.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074122,E1267.OC0922.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074123,E1267.OC0922.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074124,E2128.2B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074125,E2130.1B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074126,E2131.4B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074127,E2133.2B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074128,E2134.4B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074129,E2136.3B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074130,E1033.OC0821.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074131,E1033.OC0821.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074132,E1033.OC0821.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074133,E1323.OC1021.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074134,E1323.OC1021.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074135,E1323.OC1021.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074136,E2128.3B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074137,E2130.2B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074138,E2131.5B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074139,E2133.3B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074140,E2134.5B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074141,E2136.4B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074142,E1034.OC0821.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074143,E1034.OC0821.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074144,E1034.OC0821.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074145,E1324.OC1021.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074146,E1324.OC1021.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074147,E1324.OC1021.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074148,E2128.4B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074149,E2130.3B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074150,E2132.1B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074151,E2133.4B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074152,E2135.2B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074153,E2136.5B,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074154,E1229.OC0822.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074155,E1229.OC0822.PCR2,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074156,E1229.OC0822.PCR3,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
JV243.2,GoldZachary,zachary.gold@noaa.gov,JVB3041,S074157,E1325.OC1021.PCR1,1,Y,0.15,50,50,16,313,298,328,0.5,5,8,0.7,0,3000,100,0.9,12,8
