carat,cut,color,depth,table,price,x,y,z
0.72,Ideal,F,61.7,57,2804,5.74,5.77,3.55
0.72,Very Good,F,62.2,58,2804,5.75,5.7,3.56
0.71,Very Good,F,62.2,58,2807,5.66,5.72,3.54
0.71,Very Good,F,60,57,2807,5.84,5.9,3.52
0.7,Very Good,F,62,57,2808,5.64,5.71,3.52
0.7,Very Good,F,61.8,56,2810,5.63,5.7,3.5
0.7,Very Good,F,59.9,60,2810,5.77,5.84,3.48
0.7,Good,F,62.8,61,2810,5.57,5.61,3.51
0.7,Very Good,G,63,60,2812,5.57,5.64,3.53
0.29,Very Good,E,61.9,55,555,4.28,4.33,2.66
0.29,Very Good,E,62.4,55,555,4.2,4.25,2.63
0.34,Ideal,I,61.8,55,555,4.48,4.52,2.78
0.34,Ideal,I,62,56,555,4.5,4.53,2.8
0.3,Ideal,G,62.3,56,555,4.29,4.31,2.68
0.29,Ideal,F,61.6,56,555,4.26,4.31,2.64
0.26,Ideal,E,61.5,57,556,4.09,4.12,2.52
0.74,Premium,G,61.7,58,2815,5.79,5.81,3.58
0.71,Good,D,63.4,55,2816,5.61,5.69,3.58
0.7,Ideal,E,62.9,57,2818,5.66,5.61,3.54
0.7,Premium,E,59.6,57,2818,5.91,5.83,3.5
0.7,Premium,E,62.7,57,2818,5.68,5.64,3.55
0.72,Very Good,G,63.8,58,2819,5.64,5.68,3.61
0.72,Ideal,H,62.3,56,2819,5.73,5.77,3.58
0.7,Good,F,59.7,63,2819,5.76,5.79,3.45
0.71,Ideal,G,62.9,58,2820,5.66,5.69,3.57
0.7,Premium,E,60.8,60,2822,5.74,5.71,3.48
0.74,Good,E,63.1,58,2824,5.73,5.75,3.62
0.71,Premium,G,62.2,59,2825,5.73,5.66,3.54
0.73,Very Good,G,62,57,2825,5.75,5.8,3.58
0.73,Premium,E,62.6,60,2826,5.75,5.68,3.58
0.7,Good,E,57.2,59,2826,5.94,5.88,3.38
0.7,Premium,E,62.2,58,2826,5.66,5.6,3.5
0.7,Premium,E,59.4,61,2826,5.78,5.74,3.42
0.72,Premium,F,62.2,58,2829,5.75,5.7,3.56
0.72,Ideal,F,61.7,57,2829,5.77,5.74,3.55
0.71,Premium,F,62.2,58,2832,5.72,5.66,3.54
0.73,Ideal,F,61.2,56,2835,5.89,5.81,3.58
0.7,Premium,E,62.6,59,2837,5.69,5.66,3.55
0.7,Ideal,E,61.8,56,2837,5.74,5.69,3.53
0.72,Premium,F,58.8,60,2838,5.91,5.89,3.47
0.7,Premium,G,62.6,55,2838,5.73,5.64,3.56
0.7,Premium,G,63,60,2838,5.64,5.57,3.53
0.71,Ideal,F,61.5,57,2839,5.74,5.71,3.52
0.7,Ideal,F,61.6,54,2839,5.75,5.72,3.53
0.71,Ideal,F,62.1,55,2839,5.82,5.68,3.57
0.71,Premium,F,59.1,61,2839,5.84,5.81,3.44
0.71,Premium,F,59,60,2839,5.82,5.8,3.43
0.71,Premium,F,60.5,58,2839,5.75,5.72,3.47
0.7,Ideal,F,62.4,53,2839,5.73,5.71,3.57
0.7,Ideal,G,61.3,57,2839,5.71,5.74,3.51
0.71,Premium,F,59.2,58,2839,5.87,5.82,3.46
0.71,Premium,F,62.7,59,2839,5.7,5.62,3.55
0.77,Very Good,H,61,60,2840,5.9,5.87,3.59
0.71,Very Good,D,63.4,55,2841,5.69,5.61,3.58
0.73,Premium,G,61.4,58,2841,5.82,5.77,3.56
0.8,Ideal,I,62.6,54,2842,5.92,5.96,3.72
0.73,Very Good,F,61.8,59,2843,5.73,5.79,3.56
0.7,Very Good,E,62,59,2844,5.65,5.68,3.51
0.72,Very Good,F,60.2,59,2846,5.79,5.84,3.5
0.77,Premium,G,61.4,58,2846,5.94,5.89,3.63
0.74,Very Good,E,63.1,58,2849,5.75,5.73,3.62
0.66,Ideal,D,62.1,56,2851,5.54,5.57,3.45
0.78,Ideal,I,61.5,57,2852,5.88,5.92,3.63
0.71,Good,G,63.5,55,2853,5.64,5.66,3.59
0.82,Premium,I,61.9,58,2853,5.99,5.97,3.7
0.78,Very Good,H,61.9,57.1,2854,5.87,5.95,3.66
0.7,Very Good,E,62.4,56,2854,5.64,5.7,3.54
0.7,Premium,E,58.4,59,2854,5.91,5.83,3.43
0.26,Ideal,E,62.3,57,556,4.05,4.08,2.53
0.26,Ideal,E,62.1,56,556,4.09,4.12,2.55
0.31,Ideal,H,61.6,54.8,557,4.35,4.37,2.69
0.31,Ideal,H,61.8,54.2,557,4.33,4.37,2.69
0.33,Premium,J,62.8,58,557,4.41,4.38,2.76
0.33,Premium,J,61.5,61,557,4.46,4.39,2.72
0.33,Ideal,J,62.1,55,557,4.44,4.41,2.75
0.77,Premium,F,60.9,60,2859,5.91,5.88,3.59
0.71,Ideal,G,61.5,56,2859,5.74,5.78,3.54
0.75,Fair,F,55.8,70,2859,6.09,5.98,3.37
0.71,Premium,D,62.9,57,2860,5.66,5.6,3.54
0.66,Premium,D,61,58,2861,5.67,5.57,3.43
0.79,Premium,H,60,60,2862,6.07,5.99,3.64
0.71,Ideal,E,62.2,55,2866,5.74,5.7,3.56
0.72,Ideal,I,62.4,55,2868,5.72,5.75,3.58
0.73,Premium,E,61.3,59,2870,5.81,5.78,3.55
0.7,Premium,F,59,59,2874,5.79,5.77,3.41
0.7,Premium,F,60.8,62,2874,5.71,5.67,3.46
0.7,Ideal,F,61,55,2874,5.77,5.73,3.51
0.7,Ideal,F,61.6,55,2874,5.75,5.71,3.53
0.7,Ideal,F,62.4,56,2874,5.69,5.65,3.54
1,Fair,J,65.5,55,2875,6.3,6.25,4.11
0.73,Premium,E,62.6,60,2876,5.68,5.75,3.58
0.72,Very Good,H,62.2,54,2877,5.74,5.76,3.57
0.71,Ideal,E,62.4,56,2877,5.75,5.7,3.57
0.7,Good,F,59.1,62,2877,5.82,5.86,3.44
0.7,Premium,F,60.4,60,2879,5.73,5.7,3.45
0.71,Premium,F,62.7,58,2879,5.71,5.67,3.57
0.72,Fair,F,56.9,69,2879,5.93,5.77,3.33
0.72,Ideal,F,62,56,2879,5.76,5.73,3.56
0.7,Premium,E,62.6,59,2887,5.66,5.69,3.55
0.79,Ideal,I,61.7,59,2888,5.93,5.96,3.67
0.7,Very Good,F,62.2,58,2889,5.64,5.75,3.54
0.71,Very Good,F,62.8,56,2889,5.69,5.72,3.58
0.71,Very Good,F,62.6,55,2893,5.66,5.71,3.56
0.7,Very Good,F,61.8,59,2895,5.66,5.76,3.53
0.74,Very Good,G,59.8,58,2896,5.85,5.89,3.51
0.72,Good,F,59.4,61,2897,5.82,5.89,3.48
0.72,Premium,D,62.7,58,2900,5.68,5.65,3.55
0.7,Very Good,E,58.4,59,2904,5.83,5.91,3.43
0.86,Very Good,I,61.2,58,2905,6.1,6.16,3.75
0.8,Ideal,I,62.2,58,2906,5.92,5.95,3.69
0.71,Ideal,F,61.9,56,2907,5.7,5.74,3.54
0.25,Premium,F,61.2,59,558,4.05,4.02,2.47
0.25,Good,F,63.6,57,558,4.04,4.01,2.56
0.25,Premium,E,60.7,59,558,4.13,4.11,2.5
0.25,Premium,E,61.5,60,558,4.04,4.02,2.48
0.73,Ideal,I,61.5,55,2908,5.8,5.84,3.58
0.71,Ideal,H,61.2,56,2909,5.76,5.81,3.54
0.71,Ideal,H,61.9,56,2909,5.7,5.74,3.54
0.71,Very Good,D,62.9,57,2910,5.6,5.66,3.54
0.73,Very Good,H,60.8,57,2916,5.8,5.83,3.54
0.74,Premium,F,62.5,60,2917,5.78,5.74,3.6
0.72,Very Good,G,60.5,57,2919,5.8,5.83,3.52
0.7,Good,F,63.8,58,2919,5.61,5.58,3.57
0.73,Ideal,H,61.9,55,2919,5.79,5.76,3.58
0.71,Premium,E,59.7,57,2920,5.87,5.78,3.48
0.71,Premium,F,59.1,59,2920,5.88,5.83,3.46
0.71,Ideal,F,62.6,55,2920,5.71,5.67,3.56
0.68,Very Good,F,59.7,57,2922,5.79,5.76,3.45
0.71,Ideal,E,62.4,54,2923,5.71,5.74,3.57
0.7,Ideal,I,61.5,56,2924,5.71,5.75,3.52
0.7,Very Good,F,64.5,58,2925,5.55,5.59,3.59
0.77,Very Good,H,63.3,57,2927,5.79,5.83,3.68
0.7,Premium,E,60.3,58,2930,5.7,5.74,3.45
0.7,Ideal,E,62.3,54,2930,5.67,5.72,3.55
0.71,Ideal,G,62.7,57,2930,5.69,5.73,3.58
0.71,Ideal,G,62.6,57,2930,5.67,5.7,3.56
0.8,Premium,H,62,60,2935,5.92,5.86,3.65
0.76,Premium,G,59.6,57,2937,6.01,5.91,3.55
0.73,Very Good,G,60.7,57,2939,5.76,5.83,3.52
0.7,Ideal,F,61.2,54,2940,5.92,5.64,3.54
0.71,Premium,F,61.1,58,2942,5.76,5.72,3.51
0.71,Very Good,E,63.3,59,2946,5.64,5.67,3.58
0.71,Very Good,E,62.7,57,2946,5.69,5.73,3.58
0.78,Very Good,H,61.7,56,2947,5.92,5.94,3.66
0.76,Ideal,E,62.1,57,2947,5.82,5.87,3.63
0.74,Ideal,I,62,56,2947,5.79,5.82,3.6
0.74,Ideal,I,61.1,57,2947,5.83,5.86,3.57
0.73,Ideal,G,61.7,55,2948,5.8,5.84,3.59
0.72,Ideal,H,62.3,55,2949,5.72,5.74,3.57
0.81,Very Good,I,62.7,58,2950,5.9,5.96,3.72
0.71,Ideal,G,62.4,57,2950,5.68,5.73,3.56
0.72,Very Good,D,62.7,58,2951,5.65,5.68,3.55
0.7,Very Good,E,61.3,60,2952,5.68,5.7,3.49
0.7,Good,E,61,61,2952,5.69,5.72,3.48
0.75,Good,F,64.4,59,2953,5.67,5.72,3.66
0.89,Premium,I,62.2,62,2955,6.14,6.02,3.78
0.74,Very Good,H,61.4,56,2956,5.81,5.84,3.57
0.74,Very Good,H,62.3,56,2956,5.75,5.78,3.59
0.7,Premium,D,60.4,58,2956,5.78,5.71,3.47
0.79,Ideal,I,62.2,57,2958,5.89,5.94,3.68
0.72,Good,G,58,57.8,2958,5.85,5.87,3.4
0.7,Very Good,F,60.1,58,2959,5.73,5.79,3.46
0.74,Ideal,G,61.8,55,2960,5.85,5.8,3.6
0.77,Very Good,H,62.8,58,2961,5.75,5.78,3.62
0.72,Premium,E,61.5,60,2961,5.79,5.75,3.55
0.73,Premium,F,61.9,56,2961,5.81,5.76,3.58
0.73,Premium,F,62.7,56,2961,5.75,5.73,3.6
0.72,Ideal,H,61.1,57,2961,5.8,5.82,3.55
0.71,Premium,F,62.1,53,2961,5.77,5.7,3.56
0.75,Premium,H,61.9,61,2961,5.85,5.82,3.61
0.71,Ideal,G,62.2,56,2962,5.69,5.72,3.55
0.71,Ideal,E,62.1,53,2963,5.76,5.73,3.57
0.7,Good,E,63.6,58,2964,5.61,5.56,3.55
0.7,Fair,E,64.5,57,2964,5.59,5.55,3.59
0.9,Fair,J,65.4,60,2964,6.02,5.93,3.91
0.9,Premium,J,62.1,62,2964,6.12,6.05,3.78
0.9,Fair,J,64.6,58,2964,6.12,6.06,3.93
0.71,Ideal,I,61.8,56,2965,5.68,5.72,3.52
0.71,Ideal,I,61.6,56,2965,5.71,5.75,3.53
0.71,Ideal,I,61.3,57,2965,5.73,5.76,3.52
0.71,Ideal,I,61.5,56,2965,5.72,5.76,3.52
0.7,Very Good,E,61.3,56,2967,5.68,5.71,3.49
0.7,Very Good,E,61.5,56,2967,5.69,5.75,3.52
0.32,Ideal,G,62.3,55,559,4.39,4.41,2.74
0.32,Ideal,G,61.8,55,559,4.42,4.45,2.74
0.32,Premium,H,60.2,58,561,4.43,4.47,2.68
0.32,Ideal,H,61.5,57,561,4.4,4.42,2.71
0.72,Very Good,G,60.6,56,2970,5.84,5.87,3.55
0.7,Good,F,63.8,58,2970,5.58,5.61,3.57
0.76,Ideal,G,59.4,57,2972,5.99,6.03,3.57
0.7,Ideal,G,61.7,56,2972,5.64,5.71,3.5
0.81,Premium,H,62.6,58,2972,5.96,5.9,3.71
0.75,Ideal,G,62.3,57,2973,5.83,5.86,3.64
0.7,Ideal,E,60.5,56,2973,5.74,5.79,3.49
0.7,Good,E,59.8,62,2973,5.74,5.8,3.45
0.7,Very Good,F,62.1,57,2975,5.69,5.72,3.54
0.7,Ideal,E,61.3,54,2978,5.77,5.83,3.54
0.71,Very Good,G,60.8,63,2982,5.76,5.68,3.48
0.82,Premium,H,62.3,60,2985,5.97,5.94,3.71
0.77,Very Good,G,62.8,58,2986,5.78,5.84,3.65
0.8,Ideal,I,61.9,54.1,2986,5.92,5.98,3.69
0.82,Ideal,I,61.6,57,2986,6,6.05,3.71
0.7,Ideal,G,61.3,59,2987,5.68,5.7,3.49
0.7,Ideal,F,62.4,55,2993,5.65,5.7,3.54
0.71,Very Good,G,59.3,55,2994,5.88,5.95,3.51
0.7,Ideal,G,60.9,56,2995,5.76,5.8,3.52
0.88,Very Good,I,63.3,55,2996,6.11,6.06,3.85
0.72,Ideal,H,61.4,56,2998,5.79,5.81,3.56
0.7,Ideal,F,61.6,57,2998,5.7,5.73,3.52
0.85,Fair,G,57.7,67,2998,6.26,6.19,3.59
0.73,Very Good,G,62.4,58.1,2999,5.71,5.75,3.58
0.74,Premium,E,62.7,58,2999,5.83,5.74,3.63
0.74,Premium,E,60.9,62,2999,5.83,5.8,3.54
0.7,Premium,D,61.6,61,3001,5.66,5.61,3.47
0.7,Good,D,63.6,60,3001,5.61,5.52,3.54
0.7,Very Good,D,63.4,59,3001,5.58,5.55,3.53
0.72,Good,F,63.8,58,3002,5.68,5.63,3.61
0.73,Fair,F,58.6,66,3002,5.92,5.88,3.46
0.7,Ideal,H,61.7,55,3004,5.69,5.72,3.52
0.61,Ideal,E,61.3,54,3004,5.53,5.5,3.38
0.72,Ideal,I,60.4,56,3005,5.8,5.86,3.52
0.71,Premium,E,61.1,58,3006,5.8,5.76,3.53
0.71,Very Good,E,63.2,60,3006,5.63,5.6,3.55
0.7,Very Good,D,60.4,58,3008,5.71,5.78,3.47
0.82,Premium,H,62.5,59,3008,5.96,5.94,3.72
0.71,Very Good,E,63.7,58,3009,5.63,5.68,3.6
0.71,Very Good,E,62.1,57,3009,5.67,5.69,3.53
0.71,Very Good,E,63.4,58,3009,5.64,5.68,3.59
0.8,Ideal,I,60.7,59,3010,5.98,6.02,3.64
0.73,Very Good,G,60.7,55,3011,5.87,5.89,3.57
0.71,Very Good,F,62.1,53,3013,5.7,5.77,3.56
0.71,Ideal,F,61.1,57,3013,5.76,5.82,3.54
0.7,Premium,E,61.8,58,3016,5.71,5.75,3.54
0.7,Ideal,E,62.7,57,3016,5.65,5.7,3.56
0.7,Very Good,G,60.1,60,3017,5.73,5.76,3.45
0.71,Very Good,F,61.8,60,3017,5.66,5.7,3.51
0.7,Ideal,G,61.1,56,3017,5.72,5.74,3.5
0.7,Good,E,60.2,61,3018,5.71,5.75,3.45
0.72,Very Good,G,60.1,63,3024,5.86,5.82,3.51
0.74,Ideal,H,61.6,55,3030,5.79,5.83,3.58
0.77,Fair,F,66.8,57,3031,5.66,5.76,3.82
0.72,Premium,G,58.9,58,3032,5.93,5.85,3.47
0.73,Ideal,G,61.6,57,3033,5.76,5.79,3.56
0.7,Ideal,G,61.4,57,3034,5.7,5.73,3.51
0.72,Ideal,G,62.4,59,3035,5.71,5.74,3.57
0.32,Good,H,63.1,57,561,4.34,4.37,2.75
0.32,Premium,H,62.3,58,561,4.34,4.39,2.72
0.32,Very Good,H,63,57,561,4.32,4.35,2.73
0.32,Very Good,H,63,57,561,4.37,4.39,2.76
0.32,Very Good,H,61.7,58,561,4.37,4.41,2.71
0.32,Premium,H,61.7,58,561,4.38,4.44,2.72
0.32,Ideal,H,61.9,55,561,4.4,4.42,2.73
0.32,Ideal,H,60.2,56,561,4.44,4.49,2.69
0.7,Fair,F,64.9,59,3039,5.56,5.59,3.62
0.73,Ideal,G,61.8,57,3041,5.78,5.81,3.58
0.71,Ideal,F,62.7,57,3041,5.66,5.7,3.56
0.71,Ideal,F,61.7,55,3041,5.73,5.77,3.55
0.81,Good,I,59.4,56,3042,5.97,6.11,3.59
0.71,Very Good,F,62.2,55,3045,5.68,5.74,3.56
0.71,Very Good,F,61.2,57,3045,5.73,5.77,3.52
0.73,Fair,D,66,54,3047,5.56,5.66,3.7
0.72,Good,E,57.9,60,3048,5.97,5.91,3.44
0.72,Very Good,E,63.1,56,3048,5.7,5.65,3.58
0.9,Ideal,J,62.6,55,3048,6.13,6.11,3.83
0.7,Very Good,F,62.8,59,3053,5.65,5.69,3.56
0.79,Premium,G,62.3,56,3053,5.94,5.87,3.68
0.79,Premium,G,61.3,59,3053,5.97,5.91,3.64
0.7,Very Good,D,62.9,60,3054,5.62,5.67,3.55
0.76,Good,F,59.9,61,3057,5.89,5.98,3.56
0.72,Very Good,F,62.1,59,3059,5.69,5.74,3.55
0.71,Very Good,E,61.8,56,3059,5.74,5.78,3.56
0.7,Very Good,E,61.1,55,3061,5.72,5.77,3.51
0.71,Very Good,E,63.3,56,3061,5.64,5.68,3.58
0.93,Premium,J,60.3,58,3062,6.37,6.31,3.82
0.7,Very Good,E,62.2,57,3063,5.63,5.68,3.52
0.7,Very Good,E,62.5,56,3063,5.64,5.68,3.54
0.7,Good,E,59.4,61,3063,5.79,5.83,3.45
0.71,Very Good,E,63.3,59,3064,5.64,5.68,3.58
0.7,Ideal,G,61.5,56,3065,5.7,5.75,3.52
0.77,Ideal,I,61.4,56,3066,5.9,5.93,3.63
0.71,Ideal,F,62,57,3066,5.7,5.75,3.55
0.71,Ideal,F,62.1,57,3066,5.73,5.76,3.57
0.7,Very Good,E,63.4,60,3068,5.63,5.66,3.58
0.82,Ideal,I,61.6,56,3071,6.05,6.01,3.72
0.77,Ideal,H,61.4,55,3074,5.89,5.93,3.63
1,Fair,J,66.6,57,3080,6.07,6.03,4.03
0.71,Ideal,E,62.2,57,3081,5.74,5.7,3.56
0.91,Very Good,J,63.5,55,3082,6.22,6.12,3.92
0.71,Premium,F,58.6,62,3082,5.88,5.82,3.43
0.72,Very Good,F,63.2,57,3083,5.69,5.73,3.61
0.72,Ideal,F,62.4,56,3084,5.76,5.72,3.58
0.75,Ideal,E,61.8,55,3086,5.85,5.87,3.62
0.71,Ideal,D,62.5,57,3090,5.71,5.68,3.56
0.71,Premium,D,58.1,62,3090,5.89,5.84,3.41
0.7,Ideal,D,61.9,57,3093,5.69,5.72,3.53
0.7,Very Good,E,63.4,57,3095,5.63,5.67,3.58
0.9,Very Good,J,62.6,55,3102,6.11,6.13,3.83
0.72,Ideal,G,61.3,56,3102,5.77,5.82,3.55
0.81,Very Good,H,63.6,57,3104,5.87,5.9,3.74
0.78,Ideal,I,61.9,56,3105,5.91,5.94,3.67
0.78,Ideal,I,60.7,56,3105,5.97,6.03,3.64
0.72,Ideal,F,62.4,55,3105,5.78,5.75,3.6
0.7,Very Good,E,63.4,56,3107,5.6,5.63,3.56
0.7,Ideal,E,62.2,58,3107,5.62,5.69,3.52
0.7,Good,D,60.4,63,3107,5.73,5.76,3.47
0.32,Ideal,H,61.3,55,561,4.41,4.43,2.71
0.32,Premium,H,61.3,60,561,4.33,4.38,2.67
0.32,Very Good,H,61.7,61,561,4.38,4.43,2.72
0.32,Very Good,H,60.5,59,561,4.41,4.42,2.67
0.32,Premium,H,60.6,60,561,4.4,4.44,2.68
0.32,Very Good,H,62.9,54,561,4.37,4.41,2.76
0.32,Premium,H,62.4,58,561,4.35,4.4,2.73
0.81,Premium,H,61.7,58,3107,5.98,5.95,3.68
0.7,Very Good,E,62,60,3109,5.61,5.64,3.49
0.8,Ideal,H,63.1,58,3111,5.89,5.96,3.74
0.71,Very Good,E,59.8,58,3112,5.78,5.82,3.47
0.82,Ideal,I,61.3,57,3113,6.02,6.07,3.7
0.8,Good,F,63.3,55,3116,5.87,5.92,3.73
0.77,Ideal,G,62.4,54,3121,5.93,5.89,3.69
0.76,Good,G,60.3,60.7,3121,5.86,5.9,3.55
0.71,Ideal,G,60.9,56.6,3123,5.75,5.79,3.52
0.71,Ideal,G,61.8,56.1,3123,5.72,5.74,3.54
0.7,Very Good,G,61.6,57,3127,5.69,5.73,3.52
0.7,Very Good,G,61.9,57,3127,5.68,5.71,3.53
0.75,Very Good,F,63.2,57,3129,5.78,5.74,3.64
0.72,Ideal,H,61.6,55,3133,5.76,5.8,3.56
0.74,Premium,E,60,57,3133,5.94,5.89,3.55
0.73,Ideal,F,62.9,56,3135,5.71,5.77,3.61
0.71,Ideal,D,62.2,55,3136,5.74,5.71,3.56
0.73,Ideal,F,61.1,57,3140,5.8,5.89,3.57
0.7,Ideal,G,61.2,57,3140,5.7,5.74,3.5
0.8,Very Good,H,62.7,56,3144,5.88,5.96,3.71
0.7,Very Good,E,62.8,57,3145,5.65,5.68,3.56
0.71,Very Good,D,58.1,62,3145,5.84,5.89,3.41
0.9,Premium,I,60.7,58,3145,6.3,6.19,3.79
0.73,Good,E,63.7,59,3146,5.67,5.69,3.62
0.77,Ideal,G,62.2,56,3148,5.9,5.85,3.66
0.7,Good,E,61.2,58,3148,5.66,5.72,3.48
0.7,Good,E,58.7,60,3148,5.79,5.83,3.41
0.77,Very Good,H,62.2,57,3152,5.81,5.86,3.63
0.83,Very Good,H,63.1,60,3153,5.91,5.98,3.75
0.7,Very Good,E,62.2,55,3154,5.65,5.67,3.52
0.7,Very Good,E,63.6,57,3154,5.61,5.65,3.58
0.7,Ideal,F,61.2,58,3154,5.7,5.73,3.5
0.7,Ideal,F,61.7,55,3154,5.72,5.76,3.54
0.8,Very Good,G,59.5,63,3158,6.11,6.05,3.61
0.7,Ideal,F,61,58,3162,5.74,5.76,3.51
0.78,Good,F,64,54,3163,5.86,5.82,3.74
0.72,Ideal,H,61.8,55,3167,5.78,5.81,3.58
0.7,Ideal,E,62.6,55,3167,5.66,5.69,3.55
0.72,Premium,F,62.2,57,3167,5.74,5.67,3.55
0.74,Premium,F,61.7,57,3170,5.85,5.79,3.59
0.74,Ideal,F,62.3,56,3170,5.79,5.76,3.6
0.74,Ideal,F,61.7,56,3170,5.83,5.78,3.58
0.74,Ideal,F,62.3,57,3170,5.79,5.77,3.6
0.71,Very Good,F,62.9,55,3175,5.68,5.71,3.58
0.9,Ideal,J,62.5,55,3175,6.18,6.14,3.85
0.7,Premium,E,62.9,61,3175,5.65,5.57,3.53
0.9,Premium,J,62.3,56,3175,6.23,6.19,3.87
0.7,Good,E,63.6,58,3175,5.67,5.62,3.59
0.77,Ideal,G,62.4,54,3176,5.89,5.93,3.69
0.32,Ideal,H,61.8,55,561,4.41,4.42,2.73
0.32,Very Good,H,63,55,561,4.4,4.42,2.78
0.32,Very Good,H,62.8,58,561,4.35,4.37,2.74
0.32,Ideal,H,61.1,56,561,4.44,4.46,2.72
0.32,Very Good,H,62.8,55,561,4.35,4.41,2.75
0.7,Very Good,E,63.8,57,3177,5.61,5.65,3.59
0.7,Premium,D,60.9,60,3183,5.75,5.71,3.49
0.7,Ideal,H,61.2,55,3185,5.71,5.76,3.51
0.7,Ideal,H,61,56,3185,5.75,5.79,3.51
0.7,Ideal,H,61.7,57,3185,5.66,5.7,3.5
0.9,Very Good,J,62.5,56,3188,6.11,6.21,3.85
0.71,Ideal,D,62.2,55,3192,5.71,5.74,3.56
0.71,Very Good,E,62.1,60,3192,5.65,5.71,3.53
0.71,Very Good,E,61.5,57,3192,5.74,5.77,3.54
0.7,Good,D,60.4,63,3193,5.68,5.74,3.45
0.71,Ideal,G,62.3,54,3195,5.68,5.72,3.55
0.9,Very Good,J,62.9,56,3197,6.13,6.18,3.87
0.77,Very Good,G,61.1,54,3197,5.91,5.94,3.62
0.71,Ideal,E,61.4,59,3198,5.71,5.75,3.52
0.71,Ideal,E,62.3,56,3198,5.66,5.7,3.54
0.71,Ideal,F,62.6,57,3199,5.7,5.73,3.58
0.71,Ideal,F,61.1,56,3199,5.71,5.74,3.5
0.7,Ideal,F,62.4,56,3199,5.67,5.65,3.53
0.73,Very Good,F,62,57,3200,5.73,5.75,3.56
0.84,Ideal,I,61.4,57,3201,6.03,6.09,3.72
0.7,Ideal,G,61.2,56,3206,5.71,5.75,3.5
0.7,Ideal,G,61.4,55,3206,5.71,5.76,3.53
0.7,Very Good,D,60.1,60,3208,5.73,5.76,3.45
0.8,Very Good,H,61.7,62,3209,5.89,5.94,3.65
0.73,Ideal,G,60.8,56.4,3209,5.81,5.86,3.55
0.91,Good,J,64.2,60,3210,6.01,5.95,3.84
