carat,cut,color,depth,table,price,x,y,z
0.7,Very Good,G,61.8,60,2936,5.63,5.69,3.5
0.7,Good,F,63.1,57,2940,5.59,5.66,3.55
0.7,Very Good,F,62.6,59,2940,5.6,5.64,3.52
0.74,Very Good,H,61.3,58,2944,5.8,5.85,3.57
0.71,Good,F,58.2,60,2956,5.89,5.94,3.44
0.74,Fair,G,65.2,58,2959,5.7,5.6,3.69
0.71,Very Good,H,61.8,56,2960,5.7,5.73,3.53
0.71,Good,F,58.9,61,2960,5.8,5.9,3.44
0.74,Ideal,H,61.2,57,2961,5.79,5.85,3.56
0.63,Ideal,F,62.3,56,2961,5.48,5.5,3.42
0.63,Ideal,D,62.6,56,2962,5.47,5.49,3.43
0.3,Very Good,H,62,56,559,4.28,4.3,2.66
0.25,Very Good,E,62,56,560,4.05,4.08,2.52
0.52,Premium,E,60.1,58,2970,5.23,5.18,3.13
0.7,Premium,F,62.2,58,2975,5.72,5.66,3.54
0.71,Very Good,G,60.8,58,2977,5.75,5.77,3.5
0.71,Ideal,G,62.5,58,2978,5.7,5.73,3.57
0.75,Ideal,H,62,55.1,2992,5.83,5.85,3.62
0.69,Very Good,F,61.5,60,2993,5.64,5.67,3.48
0.7,Ideal,G,63,55,2993,5.65,5.69,3.57
1.01,Fair,J,66,56,2998,6.29,6.22,4.13
0.7,Premium,G,60.6,60,2999,5.77,5.69,3.47
0.7,Premium,G,60.2,61,2999,5.74,5.66,3.43
0.75,Very Good,H,60.6,57,3002,5.86,5.89,3.56
0.72,Ideal,G,61.6,55,3002,5.78,5.77,3.56
0.65,Premium,D,59.9,58,3003,5.69,5.63,3.39
0.71,Ideal,I,60.7,57,3007,5.76,5.8,3.51
0.71,Ideal,I,60.4,57,3007,5.78,5.81,3.5
0.7,Premium,E,62.7,53,3007,5.65,5.61,3.53
0.61,Ideal,E,62,54,3011,5.43,5.47,3.38
0.78,Ideal,H,61.7,55,3015,5.9,5.94,3.65
0.5,Good,D,62.4,64,3017,5.03,5.06,3.14
0.7,Premium,F,62.5,59,3018,5.68,5.61,3.53
0.71,Ideal,F,62.6,56,3018,5.7,5.65,3.55
0.7,Premium,F,62.2,56,3018,5.72,5.63,3.53
0.65,Ideal,E,62.1,57,3023,5.55,5.6,3.46
0.65,Very Good,D,57.7,60,3025,5.69,5.74,3.3
0.59,Ideal,E,61.8,57,3026,5.35,5.4,3.32
0.77,Good,H,57.9,61,3027,6.07,6.01,3.5
0.7,Very Good,F,58.5,60,3028,5.82,5.94,3.44
0.8,Very Good,H,62.9,56,3036,5.9,5.96,3.73
0.61,Ideal,D,62.4,58,3036,5.38,5.42,3.37
0.32,Premium,I,60.7,59,561,4.4,4.43,2.68
0.7,Very Good,G,61,59,3039,5.67,5.7,3.47
0.71,Ideal,G,62.5,57,3042,5.73,5.7,3.57
0.72,Very Good,G,60.4,58,3043,5.77,5.82,3.5
0.7,Good,G,61.1,61,3046,5.67,5.69,3.47
0.66,Ideal,D,61.6,57,3049,5.64,5.57,3.45
0.62,Very Good,D,58.1,63,3050,5.59,5.66,3.27
0.7,Very Good,G,60.2,61,3052,5.66,5.74,3.43
0.65,Very Good,D,59.9,58,3056,5.63,5.69,3.39
0.61,Ideal,E,60.8,56,3056,5.5,5.47,3.34
0.7,Premium,F,58.7,60,3062,5.8,5.75,3.39
0.9,Fair,I,67,56,3074,5.91,5.83,3.93
0.81,Premium,I,62.9,59,3084,5.95,5.84,3.71
0.72,Ideal,E,62.1,57,3093,5.76,5.74,3.57
0.71,Ideal,G,62.5,57,3095,5.7,5.73,3.57
0.74,Ideal,F,61.5,54,3101,5.84,5.86,3.6
0.66,Ideal,D,61.6,57,3103,5.57,5.64,3.45
0.7,Premium,F,62.6,59,3105,5.66,5.62,3.53
0.72,Premium,F,61.6,59,3105,5.78,5.72,3.54
0.32,Ideal,I,61.5,56,561,4.4,4.42,2.71
0.32,Ideal,I,62.6,54,561,4.37,4.41,2.75
0.32,Premium,I,61.9,59,561,4.35,4.38,2.7
0.68,Very Good,F,57.3,60,3112,5.83,5.89,3.36
0.71,Very Good,G,61.2,58,3113,5.68,5.72,3.49
0.72,Ideal,G,61.2,57,3126,5.72,5.81,3.53
0.73,Ideal,G,62.2,55,3127,5.77,5.74,3.58
0.73,Ideal,G,61.9,56,3127,5.81,5.75,3.58
0.74,Ideal,I,61.3,57,3130,5.82,5.85,3.57
0.7,Premium,F,62.6,59,3136,5.66,5.62,3.53
0.72,Ideal,G,62.4,57,3139,5.71,5.76,3.58
0.72,Good,F,61.3,65,3145,5.76,5.72,3.52
0.7,Very Good,E,59.2,61,3154,5.79,5.84,3.44
0.64,Ideal,E,62.1,53,3157,5.51,5.54,3.43
0.7,Ideal,F,62,57,3160,5.68,5.74,3.54
0.73,Good,F,58.2,63,3166,5.87,6.01,3.46
0.32,Premium,I,62.1,59,561,4.35,4.38,2.71
0.32,Very Good,I,63,57,561,4.33,4.37,2.74
0.72,Ideal,G,62.6,56,3179,5.7,5.74,3.58
0.73,Ideal,G,61.9,56,3183,5.74,5.81,3.61
0.73,Ideal,G,62.2,55,3183,5.74,5.77,3.58
0.7,Ideal,G,60.6,56,3191,5.69,5.82,3.49
0.7,Ideal,G,60.3,57,3191,5.75,5.83,3.49
0.7,Ideal,F,62,55,3191,5.71,5.67,3.53
0.73,Ideal,F,62.2,54,3193,5.8,5.75,3.59
0.9,Good,J,57.4,61,3193,6.42,6.37,3.67
0.6,Ideal,F,61.5,57,3196,5.42,5.45,3.34
0.7,Very Good,F,60.5,60,3205,5.7,5.73,3.46
0.7,Ideal,G,60.8,56,3205,5.75,5.79,3.51
0.7,Ideal,G,61,56,3205,5.74,5.77,3.51
0.77,Very Good,H,61.1,56,3208,5.89,5.92,3.61
0.7,Premium,D,61.5,60,3210,5.71,5.64,3.49
0.64,Ideal,F,60.9,56,3217,5.57,5.59,3.4
0.51,Ideal,D,61.3,56,3223,5.14,5.15,3.16
0.65,Ideal,D,61.4,60,3228,5.54,5.57,3.41
0.7,Ideal,G,59.9,58,3234,5.78,5.8,3.47
0.7,Very Good,F,58.7,63,3234,5.82,5.79,3.41
0.7,Very Good,G,60,60,3235,5.78,5.85,3.49
0.7,Ideal,H,62.2,55,3235,5.71,5.76,3.57
0.7,Ideal,E,62.8,56,3238,5.68,5.6,3.54
0.26,Good,D,63.6,56,564,4.06,4.09,2.59
0.26,Ideal,E,62.5,55,564,4.07,4.09,2.55
0.26,Very Good,E,58.9,61,564,4.16,4.19,2.46
0.26,Very Good,E,60.8,61,564,4.12,4.13,2.51
0.26,Very Good,E,61.7,61,564,4.08,4.12,2.53
0.7,Very Good,F,62.5,58,3247,5.63,5.67,3.53
0.61,Ideal,F,61.5,55,3248,5.47,5.53,3.38
0.61,Ideal,F,61.4,56,3248,5.44,5.49,3.36
0.61,Ideal,F,61.1,57,3248,5.47,5.49,3.34
0.76,Ideal,H,61,56,3249,5.85,5.91,3.59
0.72,Premium,F,61.1,58,3250,5.78,5.84,3.55
1,Good,J,63.7,57,3265,6.34,6.31,4.03
0.81,Premium,H,62.8,58,3266,5.92,5.89,3.71
0.7,Good,D,63.3,54,3267,5.6,5.64,3.56
0.78,Ideal,I,62.4,56,3267,5.87,5.9,3.67
0.7,Very Good,F,61.6,63,3275,5.65,5.69,3.49
0.71,Very Good,G,62.8,58,3281,5.69,5.75,3.59
0.52,Ideal,D,61.5,55,3284,5.19,5.22,3.2
0.73,Very Good,G,61.4,58,3288,5.83,5.86,3.59
0.9,Fair,I,60.9,66,3288,6.1,6.12,3.72
0.7,Very Good,E,60.7,56,3295,5.77,5.82,3.52
0.72,Ideal,G,61,56,3295,5.8,5.84,3.55
0.7,Fair,D,58.5,62,3296,5.72,5.81,3.37
0.62,Ideal,F,61.4,56,3299,5.46,5.5,3.37
0.77,Premium,G,60.8,59,3299,5.96,5.92,3.61
0.71,Ideal,G,61.7,57,3307,5.72,5.74,3.53
0.71,Ideal,G,61.3,56,3307,5.75,5.77,3.53
0.26,Very Good,H,63.4,55,565,4.06,4.05,2.57
0.26,Premium,H,59.8,61,565,4.18,4.15,2.49
0.31,Ideal,G,62.2,55,565,4.32,4.36,2.7
0.27,Ideal,G,60.8,57,566,4.18,4.2,2.54
0.7,Good,D,63.6,57,3312,5.61,5.58,3.56
0.7,Good,D,63.7,55,3312,5.66,5.61,3.59
0.81,Fair,G,64.8,56.2,3323,5.82,5.98,3.82
0.79,Ideal,H,62,55.9,3324,5.88,5.95,3.67
0.7,Ideal,H,61.8,55,3325,5.69,5.74,3.53
0.7,Ideal,H,61,56,3325,5.75,5.78,3.52
0.7,Ideal,H,60.9,56,3325,5.76,5.79,3.52
0.71,Very Good,F,63.6,56,3332,5.65,5.7,3.61
0.72,Ideal,H,61.6,56,3334,5.75,5.77,3.55
0.64,Ideal,F,61,56,3336,5.55,5.59,3.4
0.61,Ideal,D,60.1,57,3336,5.53,5.58,3.34
0.72,Very Good,F,63.4,56,3338,5.68,5.71,3.61
0.71,Very Good,E,63.4,58,3340,5.64,5.69,3.59
0.53,Ideal,D,61.6,56,3346,5.21,5.24,3.22
0.63,Ideal,F,61.2,56,3351,5.53,5.55,3.39
0.72,Ideal,G,61.3,56,3352,5.76,5.8,3.54
0.72,Ideal,G,62,55,3352,5.72,5.76,3.56
0.72,Ideal,G,61.2,57,3352,5.76,5.77,3.53
0.71,Very Good,F,62.1,60,3354,5.69,5.72,3.54
0.69,Good,D,61.5,61,3369,5.61,5.65,3.46
0.71,Ideal,H,61.7,57,3371,5.68,5.73,3.53
0.71,Ideal,H,61.9,56,3371,5.72,5.76,3.55
0.72,Very Good,E,59.3,60,3374,5.87,5.83,3.47
0.71,Very Good,E,61.7,60,3376,5.7,5.74,3.53
0.7,Premium,E,60.6,60,3377,5.74,5.72,3.47
0.71,Premium,E,59,59,3380,5.88,5.82,3.45
0.6,Ideal,D,61.9,55,3382,5.41,5.45,3.36
0.27,Very Good,E,59.7,61,567,4.24,4.27,2.54
0.27,Very Good,E,59.4,64,567,4.16,4.19,2.48
0.32,Ideal,I,62.2,54.5,567,4.38,4.42,2.74
0.32,Ideal,I,62,54.9,567,4.36,4.39,2.71
0.3,Ideal,H,62.5,54,567,4.3,4.3,2.7
0.7,Premium,E,61,59,3389,5.64,5.71,3.5
0.84,Very Good,I,61.7,56,3392,6.03,6.07,3.74
0.76,Very Good,G,61.5,59,3394,5.83,5.91,3.61
0.73,Ideal,G,62.1,56,3396,5.78,5.81,3.59
0.61,Ideal,D,62.2,54,3397,5.41,5.45,3.38
0.74,Very Good,G,61.3,56,3413,5.85,5.9,3.6
0.77,Very Good,F,63.5,59,3415,5.77,5.72,3.65
0.79,Ideal,H,62.4,56,3417,5.91,5.94,3.7
0.72,Ideal,H,61.7,55,3417,5.77,5.8,3.57
0.72,Ideal,H,61.8,55,3417,5.75,5.77,3.56
0.72,Very Good,F,63.6,59,3420,5.65,5.7,3.61
0.7,Very Good,E,61.5,58,3429,5.67,5.71,3.5
0.73,Very Good,F,61.9,59,3442,5.72,5.84,3.58
0.7,Good,F,62.5,58,3445,5.68,5.75,3.57
0.72,Very Good,G,60.1,60,3449,5.79,5.82,3.49
0.7,Premium,G,59.3,54,3450,5.89,5.78,3.46
0.77,Premium,F,60.5,56,3450,5.94,5.9,3.58
1.02,Ideal,J,62.7,57,3451,6.45,6.37,4.02
0.26,Very Good,E,60.5,55,569,4.1,4.16,2.5
0.23,Premium,F,61.3,59,571,3.99,3.94,2.43
0.36,Very Good,I,59.7,55,571,4.65,4.69,2.79
0.9,Premium,J,62.5,61,3459,6.15,6.08,3.82
0.72,Premium,D,60,57,3459,5.92,5.84,3.53
0.74,Ideal,G,62.2,57,3462,5.75,5.79,3.59
0.73,Ideal,F,61.7,54,3463,5.82,5.76,3.57
0.73,Ideal,H,61.6,56,3463,5.8,5.82,3.57
0.55,Ideal,D,60.8,56,3468,5.29,5.32,3.23
0.55,Ideal,D,61.5,56,3468,5.26,5.28,3.24
0.55,Ideal,D,60.8,56,3468,5.31,5.34,3.24
0.72,Ideal,H,60.9,56,3475,5.78,5.84,3.54
0.7,Ideal,F,61,57,3478,5.73,5.75,3.5
0.75,Premium,G,62.5,56,3486,5.84,5.78,3.63
0.71,Very Good,F,60.6,58,3494,5.76,5.79,3.5
0.72,Very Good,E,61.3,60,3495,5.73,5.76,3.52
0.74,Ideal,G,60.9,58,3495,5.85,5.88,3.57
0.81,Ideal,H,62,57,3497,5.93,5.97,3.69
0.71,Ideal,F,62,57,3499,5.7,5.65,3.52
0.71,Ideal,G,61.5,56,3504,5.74,5.69,3.52
0.73,Very Good,E,63.4,58,3511,5.68,5.7,3.61
0.73,Ideal,F,61.7,54,3524,5.76,5.82,3.57
0.75,Ideal,G,61.3,55,3525,5.85,5.89,3.59
0.73,Ideal,E,61.6,55,3535,5.8,5.83,3.58
0.64,Very Good,E,61.8,59,3541,5.51,5.53,3.41
0.86,Ideal,I,61.4,58,3544,6.07,6.1,3.74
0.76,Very Good,G,62.3,57,3549,5.79,5.84,3.62
0.75,Very Good,F,61.1,55,3551,5.85,5.9,3.59
0.95,Ideal,J,60.6,57,3558,6.4,6.34,3.86
0.73,Very Good,E,60.2,60,3565,5.81,5.85,3.51
0.71,Very Good,E,61.5,61,3580,5.7,5.75,3.52
0.78,Ideal,H,62.1,56,3581,5.88,5.9,3.66
0.7,Ideal,E,62.2,54,3585,5.68,5.74,3.55
0.7,Ideal,E,62.4,54,3585,5.66,5.71,3.55
0.71,Very Good,F,62,56,3612,5.71,5.74,3.55
0.74,Very Good,E,61.9,59,3616,5.74,5.77,3.56
0.73,Good,F,59.5,61,3616,5.8,5.83,3.46
0.91,Very Good,I,63.5,59,3618,6.1,6.06,3.86
0.71,Premium,D,60,58,3618,5.92,5.84,3.53
0.7,Very Good,D,62.3,56,3622,5.66,5.7,3.54
0.7,Very Good,D,61.1,57,3622,5.7,5.75,3.5
0.74,Ideal,E,61.9,57,3633,5.79,5.81,3.59
0.76,Very Good,F,62.9,58,3640,5.76,5.85,3.65
0.7,Ideal,F,61.7,58,3644,5.66,5.71,3.51
0.76,Very Good,G,62.1,56,3655,5.81,5.85,3.63
0.73,Very Good,F,63.8,59,3669,5.69,5.72,3.64
0.95,Premium,J,62.6,59,3669,6.23,6.26,3.91
0.71,Very Good,D,62.7,59,3670,5.64,5.69,3.55
0.28,Very Good,E,64,54,572,4.11,4.17,2.65
0.28,Very Good,E,60.1,62,572,4.25,4.27,2.56
0.73,Very Good,F,62.1,57,3705,5.74,5.76,3.57
0.71,Ideal,F,61.2,55,3705,5.73,5.84,3.54
0.77,Ideal,H,61.3,56,3707,5.91,5.94,3.63
0.75,Ideal,F,61.9,54,3710,5.83,5.84,3.61
0.73,Ideal,E,62,57,3714,5.79,5.73,3.57
0.76,Ideal,F,60.9,57,3716,5.89,5.96,3.61
0.9,Good,I,64.8,55,3718,6.04,6.15,3.95
0.72,Very Good,E,62,58,3719,5.71,5.74,3.55
0.7,Ideal,G,61.6,57,3725,5.74,5.71,3.53
0.9,Premium,I,60.9,59,3730,6.25,6.22,3.8
0.7,Ideal,D,60.9,59,3737,5.69,5.73,3.48
0.75,Ideal,G,62,56,3740,5.79,5.85,3.61
0.72,Ideal,F,62.3,57,3740,5.72,5.74,3.57
0.7,Ideal,F,61.9,54.8,3741,5.68,5.72,3.53
0.72,Ideal,F,60.9,56,3746,5.77,5.83,3.53
0.61,Ideal,D,61.7,56,3758,5.47,5.42,3.36
0.71,Very Good,E,60.3,52,3760,5.8,5.87,3.52
0.79,Ideal,G,62.1,56,3760,5.89,5.93,3.67
0.76,Premium,E,60.6,59,3767,5.94,5.85,3.57
0.73,Ideal,G,62.4,57,3777,5.71,5.79,3.59
0.73,Ideal,E,62,57,3780,5.73,5.79,3.57
0.72,Ideal,F,60.9,56,3780,5.83,5.77,3.53
0.82,Ideal,H,61.4,56,3781,6.01,6.05,3.71
0.73,Ideal,G,61,56,3783,5.82,5.86,3.56
0.72,Very Good,E,60.5,55,3798,5.82,5.85,3.53
0.71,Very Good,D,62.3,60,3799,5.65,5.71,3.54
0.73,Fair,E,57.4,59,3813,5.99,5.95,3.43
0.72,Ideal,F,61.2,56,3816,5.78,5.81,3.55
0.75,Premium,F,62.4,57,3822,5.88,5.75,3.63
0.91,Ideal,J,60.2,57,3826,6.31,6.34,3.81
0.77,Very Good,G,62.8,58,3829,5.84,5.78,3.65
0.74,Ideal,G,60.7,56,3831,5.9,5.88,3.58
0.76,Very Good,E,60.6,59,3833,5.85,5.94,3.57
0.74,Ideal,F,61.4,56,3842,5.83,5.86,3.59
0.72,Ideal,G,61.9,57,3849,5.72,5.75,3.55
0.71,Ideal,D,61.3,57,3856,5.7,5.81,3.53
1,Premium,J,59.6,61,3864,6.4,6.36,3.8
0.72,Ideal,E,62,56,3874,5.74,5.77,3.57
0.71,Premium,D,60.4,59,3877,5.73,5.69,3.45
0.75,Ideal,G,62.2,56,3879,5.78,5.82,3.61
0.74,Ideal,F,61.5,55,3879,5.85,5.82,3.59
0.73,Ideal,F,61.9,55.2,3888,5.74,5.79,3.58
0.25,Very Good,F,59,58,575,4.1,4.14,2.43
0.25,Very Good,F,59.4,57,575,4.1,4.12,2.44
0.25,Very Good,F,61.8,58,575,4.05,4.07,2.51
0.25,Very Good,F,61,58,575,4.02,4.05,2.46
0.25,Very Good,F,60.4,59,575,4.09,4.12,2.48
0.25,Very Good,F,63.2,57,575,3.99,4.01,2.53
0.27,Very Good,E,58.6,61,575,4.27,4.3,2.51
0.25,Very Good,E,60.2,59,575,4.07,4.14,2.47
0.25,Very Good,E,62.7,59,575,4.01,4.03,2.52
0.27,Very Good,E,61.9,58,575,4.1,4.14,2.55
0.25,Very Good,E,59.8,59,575,4.07,4.09,2.44
0.25,Very Good,E,62.1,58,575,4.03,4.06,2.51
0.25,Very Good,E,63,57,575,4,4.06,2.54
0.25,Very Good,E,60.9,59,575,4.03,4.11,2.48
0.25,Very Good,E,61.9,59,575,3.99,4.02,2.48
0.25,Very Good,E,63.4,58,575,3.97,4.01,2.53
0.25,Very Good,E,63,55,575,4,4.03,2.53
0.25,Very Good,E,60.5,59,575,4.06,4.1,2.47
0.25,Very Good,D,58.8,59,575,4.11,4.16,2.43
0.27,Very Good,D,64.6,53,575,4.04,4.1,2.63
0.25,Very Good,D,61.3,59,575,4.07,4.12,2.51
1.01,Premium,J,62.7,59,3897,6.46,6.39,4.03
0.7,Ideal,E,62.6,54,3901,5.65,5.7,3.55
0.71,Ideal,G,61.5,57,3909,5.74,5.78,3.54
0.66,Ideal,D,61.3,57,3915,5.59,5.63,3.44
0.77,Very Good,F,60.6,60,3917,5.89,5.92,3.58
0.51,Fair,F,65.4,60,3920,4.98,4.9,3.23
0.74,Ideal,G,61.7,55,3922,5.8,5.83,3.59
0.76,Ideal,G,62,56,3927,5.86,5.88,3.64
0.9,Premium,I,58.3,60,3931,6.32,6.28,3.67
1.02,Ideal,J,62.1,57,3936,6.46,6.43,4
0.9,Good,I,62.9,61,3946,6.1,6.14,3.85
0.74,Very Good,F,61.5,55.1,3948,5.82,5.85,3.59
0.72,Very Good,F,59.2,63,3952,5.77,5.86,3.44
0.7,Very Good,F,61.3,59,3974,5.69,5.73,3.5
0.81,Very Good,G,63.5,55,3981,5.9,5.94,3.76
0.7,Ideal,E,62.3,53.7,3990,5.67,5.72,3.55
0.81,Very Good,F,63.1,56,3992,5.99,5.9,3.75
0.8,Very Good,G,62.5,56,4002,5.95,5.98,3.73
0.75,Very Good,E,62.8,57,4005,5.74,5.78,3.62
0.9,Ideal,I,61.9,55,4011,6.21,6.23,3.85
0.71,Very Good,D,61.7,58,4014,5.71,5.74,3.53
0.7,Very Good,D,62.8,60,4022,5.65,5.69,3.56
0.71,Ideal,E,61.2,57,4030,5.73,5.8,3.53
1,Good,I,57.4,59,4032,6.61,6.53,3.77
0.25,Very Good,F,62,59,576,3.99,4.04,2.49
0.25,Premium,E,61.5,59,576,4.02,4.04,2.48
0.25,Premium,E,62.5,59,576,4.02,4.05,2.52
0.25,Ideal,E,62.1,57,576,4.04,4.07,2.52
0.25,Premium,E,62,59,576,4.05,4.08,2.52
0.25,Premium,E,62.5,59,576,4.02,4.04,2.52
0.25,Good,E,63.1,56,576,4,4.05,2.54
0.25,Ideal,E,61.6,57,576,4.08,4.1,2.52
0.74,Fair,D,65.4,53,4040,5.73,5.71,3.74
0.71,Ideal,E,62,53.9,4042,5.73,5.77,3.57
0.89,Ideal,G,61.7,55,4062,6.22,6.19,3.83
0.74,Ideal,E,62.2,57,4082,5.78,5.83,3.61
0.79,Ideal,I,61.7,56,4092,5.94,5.95,3.67
0.72,Ideal,E,62,54.9,4094,5.75,5.78,3.57
0.95,Very Good,J,60.5,59,4098,6.33,6.36,3.84
0.27,Ideal,I,62,54.5,412,4.15,4.19,2.58
0.3,Ideal,J,62,54,413,4.3,4.34,2.68
0.3,Ideal,H,61,55,577,4.33,4.34,2.65
0.31,Very Good,H,62.6,56,578,4.33,4.36,2.72
0.31,Very Good,H,61.2,55,578,4.41,4.44,2.7
0.7,Ideal,F,61.7,55,4114,5.7,5.74,3.53
0.7,Ideal,F,61.2,56,4114,5.73,5.78,3.52
0.71,Ideal,E,62,57,4124,5.7,5.72,3.54
0.8,Very Good,F,62.7,58,4126,5.88,5.92,3.7
0.81,Ideal,G,61.7,55.1,4127,5.97,6.04,3.71
0.82,Ideal,G,62.1,56,4130,5.97,6.01,3.72
0.8,Ideal,F,61.6,57,4140,5.97,5.94,3.67
0.82,Very Good,F,63.1,59,4141,5.91,5.97,3.75
0.91,Very Good,H,63.6,56,4143,6.11,6.13,3.89
0.8,Ideal,G,62.6,54,4146,5.9,5.97,3.71
0.76,Ideal,D,62.3,57,4150,5.87,5.84,3.65
0.74,Ideal,F,61.7,57,4157,5.79,5.84,3.59
0.33,Ideal,I,62.4,56,579,4.41,4.43,2.76
0.33,Premium,I,61,58,579,4.42,4.46,2.71
0.33,Premium,I,61,59,579,4.41,4.44,2.7
0.33,Ideal,I,62.7,54,579,4.42,4.45,2.78
0.33,Good,I,63.7,56,579,4.36,4.4,2.79
0.33,Premium,I,61.4,58,579,4.45,4.48,2.74
0.33,Ideal,I,62.4,57,579,4.41,4.44,2.76
0.71,Ideal,F,62.2,56,4167,5.7,5.74,3.56
0.71,Ideal,F,61.6,54,4167,5.76,5.79,3.56
0.79,Ideal,F,61.9,57,4180,5.93,5.96,3.68
0.9,Very Good,H,62.9,58,4186,6.1,6.15,3.85
0.7,Ideal,E,61.6,56,4205,5.72,5.75,3.53
0.91,Good,H,65.5,57,4205,6.01,6.11,3.97
0.71,Ideal,D,61.6,56,4222,5.69,5.77,3.53
0.76,Ideal,D,62.3,57,4223,5.84,5.87,3.65
