carat,cut,color,depth,table,price,x,y,z
1.51,Good,D,57,64,6088,7.53,7.48,4.28
2.06,Good,H,64.3,58,6091,8.03,7.99,5.15
1.44,Ideal,G,63.2,55,6096,7.21,7.18,4.54
1.66,Ideal,F,62.1,58,6135,7.6,7.56,4.71
1.51,Very Good,E,62,58,6139,7.31,7.37,4.55
1.96,Fair,I,66.8,55,6147,7.62,7.6,5.08
2.08,Premium,H,61.7,57,6150,8.23,8.18,5.06
1.49,Ideal,F,62.6,54,6175,7.31,7.28,4.57
1.53,Premium,G,62.8,58,6183,7.39,7.28,4.61
1.54,Ideal,G,61.6,55,6186,7.4,7.43,4.57
1.54,Good,E,63.3,60,6261,7.26,7.3,4.61
2.49,Fair,J,66.3,58,6289,8.26,8.18,5.45
1.54,Ideal,G,61.6,55,6299,7.43,7.4,4.57
1.5,Premium,D,61.7,62,6300,7.28,7.24,4.48
1.34,Ideal,D,61.7,55,6303,7.12,7.08,4.38
1.83,Premium,G,62,58,6313,7.84,7.8,4.85
2.01,Fair,G,70.2,57,6315,7.53,7.5,5.27
1.69,Premium,I,62.4,60,6320,7.56,7.59,4.73
2.14,Fair,H,66.4,56,6328,8,7.92,5.29
2,Premium,H,59.7,62,6344,8.19,8.02,4.85
2.02,Fair,G,68,55,6346,7.77,7.72,5.27
2.02,Fair,G,65.6,57,6346,7.87,7.8,5.15
2.15,Premium,H,62.9,57,6357,8.25,8.2,5.18
1.53,Good,H,62.3,55.6,6361,7.34,7.38,4.59
2.03,Fair,G,66.3,56,6377,7.81,7.75,5.16
2.03,Premium,G,61.1,58,6377,8.11,8.06,4.94
1.7,Ideal,H,61.3,55,6397,7.7,7.63,4.7
1.49,Fair,H,66.9,61,6425,6.93,6.89,4.62
1.69,Premium,I,62.4,60,6436,7.59,7.56,4.73
1.7,Good,I,63.6,58,6474,7.52,7.48,4.77
1.53,Ideal,H,62.3,56,6477,7.38,7.34,4.59
1.51,Premium,E,59,62,6494,7.41,7.36,4.36
2.07,Fair,G,67.7,56,6503,7.76,7.73,5.25
3,Very Good,H,63.1,55,6512,9.23,9.1,5.77
2,Good,J,63.6,62,6521,7.97,7.8,5.02
2,Fair,F,66.1,57,6532,7.84,7.7,5.14
2.21,Premium,H,62.2,58,6535,8.31,8.27,5.16
2.22,Fair,H,70.1,55,6564,7.77,7.74,5.44
2.01,Very Good,H,58.1,63,6592,8.3,8.19,4.79
2.1,Fair,G,67.4,59,6597,7.82,7.76,5.24
2.1,Fair,G,64.6,58,6597,8.05,8.01,5.19
1.69,Ideal,H,62,56,6636,7.61,7.66,4.73
2.25,Fair,H,67.7,58,6653,8.01,7.97,5.41
2.01,Good,F,64,56,6686,7.93,7.91,5.07
2.03,Fair,F,65.6,56,6753,7.89,7.86,5.16
1.69,Ideal,H,62,56,6757,7.66,7.61,4.73
1.65,Premium,G,62,59,6788,7.53,7.57,4.68
1.52,Ideal,H,61.6,56,6793,7.75,7.73,4.77
2,Fair,J,66.5,56,6796,7.93,7.8,5.23
2.17,Fair,G,55.6,62,6817,8.75,8.69,4.8
1.74,Premium,F,59.9,58,6821,7.88,7.82,4.7
2,Good,G,63.9,58,6854,7.99,7.91,5.08
2.32,Fair,H,70.5,55,6860,7.93,7.9,5.58
2.72,Fair,J,68.2,56,6870,8.46,8.43,5.76
1.83,Fair,H,68,57,6887,7.47,7.44,5.07
1.65,Premium,G,62,59,6912,7.57,7.53,4.68
1.72,Very Good,F,60.5,59,6962,7.71,7.8,4.69
2.23,Very Good,G,63.5,57,7006,8.24,8.2,5.22
2.11,Fair,F,67.6,57,7019,7.88,7.83,5.31
2.01,Good,H,63.9,59,7024,8.01,7.92,5.09
2.05,Good,G,56.9,58,7026,8.46,8.3,4.77
1.7,Ideal,H,62.6,54.1,7068,7.58,7.63,4.77
2.25,Fair,G,64.9,58,7069,8.15,8.12,5.28
1.72,Premium,F,60.5,59,7089,7.8,7.71,4.69
1.63,Ideal,F,62,55.1,7100,7.5,7.57,4.68
2.27,Fair,G,68.6,56,7131,7.99,7.94,5.47
0.5,Fair,F,71,57,613,4.87,4.79,3.43
0.5,Fair,F,68.4,54,613,4.94,4.82,3.35
1.7,Ideal,H,62.6,54,7197,7.63,7.58,4.77
2,Ideal,H,62.5,57,7204,8.05,7.98,5.01
2.3,Premium,G,60.2,59,7226,8.71,8.56,5.19
1.63,Ideal,F,62,55,7229,7.57,7.5,4.68
2.31,Fair,G,67.4,56,7257,8.05,7.99,5.41
2,Fair,F,64.9,57,7258,7.99,7.82,5.14
1.75,Ideal,H,61.5,54.9,7276,7.75,7.78,4.78
2.01,Fair,F,58.7,66,7294,8.3,8.19,4.84
2.04,Premium,I,61.1,61,7403,8.25,8.12,5
1.75,Ideal,H,61.5,55,7409,7.78,7.75,4.78
2.03,Premium,H,59.4,59,7421,8.31,8.22,4.91
2.12,Premium,G,60,58,7508,8.39,8.28,4.99
1.72,Premium,F,60.1,58,7532,7.77,7.74,4.66
1.75,Ideal,H,61.6,56,7680,7.73,7.75,4.77
1.72,Ideal,E,62.2,55,7802,7.7,7.67,4.78
2.11,Very Good,G,63.2,57,7834,8.13,8.07,5.12
2.5,Fair,G,64.7,57,7854,8.48,8.44,5.47
2.2,Fair,I,66.3,56,7934,8.05,8,5.32
2.01,Good,H,61.7,63,7959,7.91,7.94,4.89
3.01,Premium,I,62.7,58,8040,9.1,8.97,5.67
3,Fair,H,67.1,57,8044,8.93,8.84,5.97
2,Fair,H,66.8,57,8064,7.81,7.72,5.19
2.01,Very Good,H,61.7,63,8104,7.94,7.91,4.89
1.73,Good,E,63.6,59,8220,7.56,7.6,4.82
2.33,Premium,H,60.7,58,8220,8.64,8.56,5.22
2.04,Very Good,I,59.3,61,8257,8.25,8.3,4.91
1.73,Good,E,63.6,59,8370,7.6,7.56,4.82
2.04,Premium,I,59.3,61,8408,8.3,8.25,4.91
2.68,Premium,G,58.6,60,8419,9.11,9.07,5.33
2.5,Premium,H,59.9,60,8467,8.75,8.67,5.22
2.34,Premium,I,61.5,60,8491,8.47,8.43,5.2
2.16,Ideal,H,62.2,56,8709,8.31,8.26,5.15
2.5,Fair,G,65.1,59,8711,8.55,8.39,5.53
2.74,Fair,J,64.9,61,8807,8.76,8.66,5.65
2.16,Ideal,F,61,57,9036,8.4,8.32,5.1
2.25,Ideal,E,61.4,54,9072,8.52,8.46,5.21
2.17,Premium,F,60.7,59,9078,8.43,8.35,5.09
2.68,Very Good,I,63.5,56,9665,8.81,8.77,5.58
2.43,Premium,G,61.7,60,9716,8.54,8.49,5.25
2.04,Premium,G,62.4,58,9727,8.08,8.17,5.07
0.5,Fair,F,67.1,57,627,4.92,4.87,3.28
0.5,Fair,F,68.3,58,627,4.91,4.78,3.32
2.06,Very Good,F,58.7,61,9789,8.31,8.33,4.88
3.11,Fair,J,65.9,57,9823,9.15,9.02,5.98
2.04,Premium,G,62.4,58,9905,8.17,8.08,5.07
3.01,Premium,F,62.2,56,9925,9.24,9.13,5.73
2.06,Premium,F,58.7,61,9967,8.33,8.31,4.88
2.52,Fair,G,66.9,57,10076,8.39,8.33,5.6
2.18,Very Good,E,62,60,10340,8.25,8.33,5.14
2.77,Premium,H,62.6,62,10424,8.93,8.83,5.56
2.63,Very Good,J,62.3,61,10437,8.76,8.81,5.47
3.05,Premium,E,60.9,58,10453,9.26,9.25,5.66
2,Ideal,F,60.3,56,10494,8.16,8.27,4.94
3.02,Fair,I,65.2,56,10577,9.11,9.02,5.91
