carat,cut,color,depth,table,price,x,y,z
0.72,Ideal,H,61.4,56,3257,5.76,5.8,3.55
0.67,Ideal,G,61.6,55,3271,5.61,5.65,3.47
0.72,Ideal,H,62.1,58,3283,5.72,5.75,3.56
0.71,Ideal,H,61.1,56,3290,5.74,5.78,3.52
0.71,Ideal,H,61.6,55,3290,5.75,5.78,3.55
0.73,Ideal,H,62.2,54,3301,5.76,5.82,3.6
0.76,Good,G,64.6,61,3304,5.72,5.8,3.72
0.7,Ideal,H,61.3,59,3309,5.69,5.72,3.5
0.27,Very Good,G,60.8,57,566,4.2,4.22,2.56
0.27,Ideal,H,61.6,56,566,4.18,4.21,2.58
0.27,Ideal,G,61.6,57,566,4.18,4.21,2.58
0.62,Ideal,G,61.8,56,3310,5.45,5.48,3.38
0.61,Very Good,E,61.7,58,3337,5.39,5.47,3.35
0.71,Premium,H,62.9,60,3349,5.74,5.67,3.59
0.71,Ideal,H,63,57,3354,5.68,5.72,3.59
0.8,Ideal,I,62.4,58,3357,5.9,5.96,3.7
0.63,Ideal,G,61.9,56,3363,5.5,5.52,3.41
0.76,Very Good,H,62.6,57,3367,5.8,5.83,3.64
0.5,Good,D,63.2,59,3378,4.99,5.04,3.17
0.5,Very Good,D,62.9,59,3378,4.99,5.09,3.17
0.73,Ideal,H,61.6,55,3378,5.8,5.82,3.58
0.62,Ideal,G,60.3,57,3378,5.54,5.61,3.35
0.27,Very Good,F,59.4,61,567,4.23,4.26,2.52
0.71,Premium,H,60.2,61,3384,5.8,5.76,3.48
0.71,Good,F,62.1,62,3393,5.68,5.79,3.56
0.7,Premium,E,62.9,59,3403,5.66,5.59,3.4
0.72,Very Good,G,63.3,54,3405,5.64,5.73,3.6
0.73,Ideal,H,61.4,59,3429,5.77,5.83,3.56
0.71,Very Good,H,60.2,61,3444,5.76,5.8,3.48
0.51,Ideal,D,62,56,3446,5.14,5.18,3.2
0.51,Ideal,D,62.1,55,3446,5.12,5.13,3.19
0.7,Premium,G,60,59,3447,5.75,5.79,3.46
0.35,Ideal,J,61.8,55,569,4.54,4.56,2.81
0.35,Ideal,J,61.8,53,569,4.58,4.61,2.84
0.55,Good,D,58,62,3509,5.31,5.41,3.12
0.53,Ideal,D,61.5,54,3517,5.27,5.21,3.22
0.65,Ideal,G,60.1,57,3536,5.61,5.65,3.38
0.7,Very Good,G,58.5,60,3543,5.83,5.87,3.42
0.71,Premium,G,61.9,58,3545,5.74,5.77,3.56
0.71,Premium,F,61.1,58,3578,5.8,5.72,3.52
0.71,Good,G,57.8,62,3583,5.82,5.95,3.4
0.7,Premium,G,62.2,58,3591,5.63,5.69,3.52
0.72,Very Good,G,60.7,56,3614,5.78,5.81,3.52
0.7,Very Good,E,63.4,58,3622,5.64,5.59,3.56
0.71,Premium,G,62,58,3642,5.67,5.72,3.53
0.9,Good,I,63.7,64,3669,6.07,6.02,3.85
0.7,Ideal,G,60.2,57,3672,5.78,5.84,3.5
0.9,Ideal,J,62.2,57,3677,6.17,6.14,3.83
0.7,Very Good,G,63,59,3725,5.58,5.62,3.53
0.9,Good,I,63.7,64,3734,6.02,6.07,3.85
0.71,Ideal,G,60.9,57,3739,5.74,5.79,3.51
0.63,Ideal,F,60.9,57,3749,5.53,5.57,3.38
0.74,Ideal,H,60.9,57,3760,5.83,5.85,3.56
0.71,Ideal,G,61.8,57,3772,5.7,5.75,3.54
0.8,Ideal,H,61.1,56,3774,6.02,5.96,3.66
0.73,Ideal,H,62.3,55,3785,5.77,5.79,3.6
0.53,Ideal,D,62.2,55,3812,5.17,5.19,3.22
0.53,Very Good,D,59.8,60,3827,5.22,5.28,3.14
0.63,Ideal,D,61.2,53,3832,5.55,5.6,3.41
0.73,Ideal,F,61.2,55,3880,5.86,5.8,3.57
0.7,Very Good,F,61.5,58,3887,5.65,5.7,3.49
0.7,Ideal,G,61.3,56,3949,5.72,5.73,3.51
0.72,Premium,E,61.3,60,3951,5.74,5.71,3.51
0.8,Ideal,H,62.4,54,3972,5.93,5.99,3.72
0.71,Ideal,H,61.2,56,4007,5.76,5.86,3.54
0.56,Very Good,D,62.5,59,4025,5.26,5.3,3.3
0.57,Very Good,D,61.3,57,4032,5.33,5.41,3.29
0.25,Premium,F,61.1,58,576,4.08,4.1,2.5
0.79,Ideal,H,61.3,56,4046,5.96,5.98,3.66
0.81,Ideal,H,61.6,58,4111,5.98,6.01,3.69
0.73,Ideal,G,62.3,56,4142,5.72,5.78,3.58
0.76,Premium,F,60.6,60,4150,5.89,5.85,3.56
0.59,Ideal,D,60.7,58,4161,5.45,5.49,3.32
0.65,Ideal,E,62.3,56,4184,5.52,5.56,3.45
0.8,Premium,G,62.6,58,4193,5.93,5.89,3.7
0.59,Ideal,D,60.9,57,4208,5.4,5.43,3.3
0.56,Ideal,D,62.4,56,4216,5.24,5.28,3.28
0.76,Premium,F,60.6,60,4223,5.85,5.89,3.56
0.72,Ideal,F,62,57,4228,5.71,5.78,3.56
0.8,Premium,G,62.6,58,4268,5.89,5.93,3.7
0.56,Ideal,D,61.9,57,4293,5.28,5.31,3.28
0.25,Ideal,G,61.1,57,582,4.06,4.07,2.48
0.74,Ideal,F,61.9,55,4383,5.79,5.84,3.6
0.56,Very Good,D,60.7,56,4440,5.34,5.36,3.25
0.28,Ideal,H,63,55,586,4.14,4.19,2.62
0.28,Ideal,H,62,56,586,4.2,4.23,2.61
0.27,Ideal,I,60.5,57,587,4.2,4.22,2.55
0.9,Premium,I,62.6,59,4516,6.15,6.12,3.84
0.9,Very Good,I,62.6,59,4596,6.12,6.15,3.84
0.76,Ideal,F,59.6,58,4596,5.95,5.96,3.55
0.56,Ideal,D,60.8,58,4632,5.35,5.31,3.24
0.7,Very Good,E,60.3,59,4679,5.72,5.76,3.46
0.81,Ideal,G,62.4,54,4751,5.93,5.99,3.72
0.76,Very Good,E,61.9,56,4798,5.83,5.85,3.62
0.63,Very Good,D,59.6,59,4800,5.55,5.59,3.32
0.82,Very Good,G,61.9,57,4844,5.96,6,3.7
0.59,Ideal,D,60.9,60,4916,5.41,5.39,3.29
0.7,Premium,D,60,59,5027,5.75,5.81,3.47
0.26,Good,E,59.6,61,597,4.13,4.16,2.47
1.11,Good,J,58.3,62,5361,6.77,6.84,3.97
0.26,Ideal,H,61.1,57,600,4.16,4.12,2.53
0.37,Ideal,J,61.9,54,601,4.63,4.68,2.88
1.16,Ideal,J,60.6,56,5519,6.79,6.86,4.14
0.9,Very Good,G,63.1,58,5670,6.18,6.09,3.87
0.26,Ideal,G,62.2,55,605,4.09,4.13,2.55
0.26,Ideal,G,62.5,57,605,4.06,4.1,2.55
0.9,Very Good,G,60.1,59,5754,6.22,6.26,3.75
0.92,Ideal,H,62.5,55,5758,6.25,6.3,3.92
0.9,Good,G,63.1,58,5771,6.09,6.18,3.87
0.9,Good,G,61.8,61,5855,6.12,6.17,3.8
0.93,Ideal,G,62.2,58,5879,6.25,6.22,3.88
0.29,Ideal,H,62.2,55,607,4.25,4.28,2.65
0.29,Ideal,H,60.7,57,607,4.3,4.33,2.62
0.29,Ideal,H,62.1,55,607,4.26,4.29,2.65
1.21,Good,J,62.1,60,6299,6.81,6.87,4.25
0.81,Ideal,F,61.5,55,6338,5.98,6.05,3.7
0.63,Ideal,D,62.5,55,6549,5.47,5.5,3.43
0.63,Ideal,D,62.5,55,6607,5.5,5.47,3.43
0.8,Ideal,F,60.8,56,6674,5.99,6.05,3.66
1.04,Very Good,H,62,55,6694,6.51,6.55,4.05
1.01,Premium,H,62.1,59,6702,6.47,6.41,4
1.05,Good,H,64.3,58,6703,6.5,6.35,4.13
0.9,Good,E,63.6,56,6804,6.11,6.02,3.86
0.28,Very Good,F,62.2,55,612,4.23,4.26,2.64
0.28,Good,E,64.6,58,612,4.09,4.12,2.65
0.8,Very Good,D,63.3,57,6834,5.85,5.87,3.71
1.18,Very Good,I,63.3,58,6867,6.69,6.73,4.25
0.95,Ideal,G,59.8,59,6951,6.36,6.43,3.82
1.2,Very Good,I,59.1,61,7141,6.91,6.99,4.11
1.19,Ideal,I,61.7,56,7207,6.78,6.81,4.19
1.01,Premium,G,61.3,58,7220,6.4,6.48,3.95
1,Premium,H,60.6,57,7235,6.54,6.47,3.94
0.3,Ideal,I,62,57,615,4.28,4.3,2.66
0.3,Ideal,I,62.5,56,615,4.26,4.28,2.67
1.05,Ideal,H,61.2,55,7329,6.62,6.59,4.04
1.01,Premium,G,61.3,58,7352,6.48,6.4,3.95
1.2,Ideal,I,61.5,56,7367,6.79,6.84,4.19
1.3,Premium,I,61.8,58,7621,6.95,7,4.31
1.17,Very Good,H,59.3,59,7644,6.92,6.98,4.12
1,Very Good,G,62.2,61,7682,6.38,6.41,3.98
0.9,Very Good,E,63.9,55,7747,6.05,6.09,3.88
1.3,Premium,I,61.8,58,7760,7,6.95,4.31
1.21,Ideal,H,61,57,7789,6.79,6.89,4.17
1,Premium,G,62.2,61,7822,6.41,6.38,3.98
1,Premium,G,61.4,59,7822,6.47,6.39,3.95
0.83,Very Good,D,59.7,53,7889,6.14,6.23,3.69
1.01,Very Good,G,60,61,7974,6.41,6.45,3.86
1.01,Very Good,G,63,60,7974,6.31,6.35,3.99
1,Very Good,G,58.3,62,8002,6.51,6.57,3.81
1.01,Premium,G,60,61,8120,6.45,6.41,3.86
1.01,Premium,G,63,60,8120,6.35,6.31,3.99
1.02,Ideal,G,62.5,57,8162,6.37,6.44,4
1.04,Very Good,G,61.7,58,8225,6.47,6.6,4.03
1.17,Ideal,H,61,53,8266,6.89,6.85,4.19
0.25,Ideal,G,61.7,56,624,4.04,4.1,2.51
1.21,Premium,H,62.2,58,8294,6.8,6.83,4.24
1.02,Ideal,G,62.5,57,8311,6.44,6.37,4
1.06,Very Good,G,61.2,57,8415,6.52,6.56,4
1.23,Ideal,H,61.3,57,8431,6.87,6.92,4.23
1.21,Premium,H,62.2,58,8446,6.83,6.8,4.24
1.02,Premium,G,61.8,59,8489,6.41,6.46,3.98
1.23,Ideal,H,61.3,57,8585,6.92,6.87,4.23
1.1,Very Good,G,60.5,55,8592,6.77,6.71,4.08
1.01,Very Good,G,62.8,57,8621,6.39,6.42,4.02
1.02,Very Good,G,62.3,59,8624,6.36,6.45,3.99
1.02,Premium,G,61.8,59,8643,6.46,6.41,3.98
1.09,Very Good,G,62.9,57,8650,6.52,6.58,4.12
1.04,Very Good,G,60.7,58,8655,6.52,6.65,4
1.01,Ideal,G,62.8,57,8778,6.42,6.39,4.02
1.22,Very Good,G,62,59,8793,6.8,6.85,4.23
1.04,Premium,G,60.7,58,8813,6.65,6.52,4
1.05,Ideal,G,62.5,56,8850,6.48,6.52,4.06
1.05,Premium,G,60.6,60,8850,6.57,6.59,3.99
1.01,Ideal,G,61.5,58,8869,6.44,6.47,3.97
1.01,Ideal,G,60.8,59,8869,6.47,6.5,3.94
1.08,Ideal,G,61.3,57,8873,6.59,6.62,4.05
1.04,Ideal,G,62.1,54,8921,6.53,6.55,4.06
1.02,Ideal,G,62.3,57,8955,6.43,6.5,4.03
1.01,Ideal,G,62.2,61,8957,6.34,6.4,3.96
1.12,Very Good,G,60.9,57,8962,6.68,6.79,4.1
1.12,Good,G,59.6,56,8973,6.8,6.85,4.07
1.05,Ideal,G,62.5,56,9012,6.52,6.48,4.06
1.05,Premium,G,60.6,60,9012,6.59,6.57,3.99
1.05,Very Good,G,58.9,61,9013,6.64,6.67,3.92
1.08,Ideal,G,61.3,57,9035,6.62,6.59,4.05
1.04,Premium,G,61.3,58,9039,6.52,6.43,3.97
1.1,Very Good,G,59.8,56,9053,6.75,6.82,4.06
1.01,Very Good,G,61.1,56,9063,6.45,6.48,3.95
1.12,Premium,G,60.9,57,9126,6.79,6.68,4.1
0.9,Very Good,D,62.4,54,9182,6.17,6.21,3.86
1,Very Good,F,63.9,56,9248,6.31,6.34,4.04
1.07,Ideal,G,61.5,57,9361,6.54,6.59,4.04
1.53,Premium,J,61.1,58,9424,7.41,7.45,4.54
1.06,Very Good,F,60.6,56,9433,6.62,6.69,4.03
1.12,Premium,G,61.2,58,9440,6.67,6.7,4.09
1.01,Good,F,62.7,59,9451,6.3,6.42,3.99
1.13,Premium,G,61.2,59,9525,6.71,6.78,4.13
1.07,Ideal,G,61.5,57,9532,6.59,6.54,4.04
1.53,Premium,J,61.1,58,9596,7.45,7.41,4.54
1.12,Premium,G,61.2,58,9612,6.7,6.67,4.09
1.01,Premium,F,62.3,57,9627,6.5,6.35,4
1,Good,F,60.7,64,9660,6.42,6.4,3.89
1.45,Very Good,I,60.6,61,9683,7.32,7.41,4.46
1.13,Premium,G,61.2,59,9698,6.78,6.71,4.13
0.27,Ideal,G,61.2,57,627,4.17,4.2,2.56
0.27,Ideal,G,62,56,627,4.14,4.17,2.58
1.12,Very Good,G,61,58,9820,6.7,6.72,4.09
1.08,Ideal,G,62.3,56,9831,6.55,6.59,4.09
1,Good,F,63.2,63,9867,6.24,6.26,3.95
1.16,Ideal,G,62.3,55,9901,6.73,6.79,4.21
1.16,Ideal,G,62,57,9901,6.7,6.73,4.16
1.11,Ideal,G,61.9,55,9931,6.64,6.68,4.12
1.01,Very Good,F,59.6,62,9965,6.47,6.56,3.88
1.01,Very Good,F,63.5,59,9972,6.29,6.41,4.03
1.2,Very Good,G,59.4,61,9987,6.92,6.95,4.12
1.02,Very Good,E,61.7,60,10029,6.38,6.52,3.98
1.03,Very Good,F,62.8,57,10032,6.4,6.47,4.04
1,Very Good,F,63.2,63,10046,6.26,6.24,3.95
1.11,Ideal,G,61.2,54,10053,6.71,6.73,4.11
1.09,Premium,G,61.3,58,10065,6.64,6.6,4.06
1.16,Ideal,G,62.3,55,10082,6.79,6.73,4.21
1.16,Ideal,G,62,57,10082,6.73,6.7,4.16
1.5,Very Good,I,62.9,58,10147,7.21,7.31,4.57
1.61,Premium,J,62.1,58,10165,7.47,7.53,4.66
1.2,Premium,G,59.4,61,10169,6.95,6.92,4.12
1.13,Ideal,G,61.7,57,10228,6.65,6.7,4.12
1.04,Very Good,F,63,55,10264,6.36,6.53,4.06
1.14,Ideal,G,61.1,57,10313,6.7,6.76,4.11
1.5,Premium,I,62.9,58,10332,7.31,7.21,4.57
1,Very Good,F,60.1,57,10346,6.45,6.52,3.9
1.61,Premium,J,62.1,58,10350,7.53,7.47,4.66
1.16,Ideal,G,59.9,57,10368,6.85,6.93,4.13
1.52,Ideal,I,62.2,57,10419,7.27,7.33,4.54
1.01,Very Good,F,61.9,59,10476,6.38,6.45,3.97
1.2,Very Good,G,60.9,55,10497,6.9,6.93,4.21
1.24,Premium,G,60.5,60,10508,6.95,6.91,4.19
1.04,Very Good,F,59.8,56,10515,6.64,6.71,3.99
1.24,Premium,G,60.5,58,10584,6.94,7,4.22
1.52,Ideal,I,62.2,57,10609,7.33,7.27,4.54
1.03,Ideal,F,63.1,55,10615,6.45,6.46,4.07
1.09,Very Good,F,61.1,58,10663,6.63,6.69,4.07
1.01,Ideal,F,62,58,10688,6.41,6.46,3.99
1.02,Very Good,E,63.5,58,10710,6.43,6.33,4.05
1.04,Ideal,F,61.8,55,10787,6.49,6.56,4.03
1.01,Very Good,F,59.2,60,10800,6.48,6.59,3.87
1,Very Good,E,63.1,56,10954,6.32,6.39,4.01
1.02,Very Good,F,62.5,58,10967,6.39,6.54,4.04
1.4,Ideal,H,60.9,57,10976,7.22,7.29,4.42
1.04,Ideal,F,61.8,55,10984,6.56,6.49,4.03
1.06,Ideal,F,61,57,10995,6.55,6.64,4.02
1.07,Very Good,F,59.4,59,11019,6.64,6.7,3.96
1.05,Premium,E,59.8,59,11025,6.65,6.62,3.97
1.22,Premium,G,59.2,58,11104,7.02,6.97,4.14
1.34,Ideal,H,60.9,57,11109,7.09,7.19,4.35
1.22,Ideal,G,61.7,56,11111,6.87,6.91,4.25
1.02,Ideal,F,62,58,11116,6.44,6.49,4.01
1.27,Ideal,G,61.5,58,11157,6.95,6.99,4.29
1.02,Premium,F,62.5,58,11167,6.54,6.39,4.04
1.06,Ideal,F,61,57,11195,6.64,6.55,4.02
1,Very Good,E,62.5,55,11214,6.28,6.39,3.96
1.1,Ideal,F,62,57,11233,6.65,6.57,4.1
1.04,Very Good,E,63.6,58,11269,6.41,6.43,4.08
1.03,Ideal,F,61.3,56,11365,6.53,6.55,4.01
1.28,Ideal,G,60.8,57,11372,7.02,7.05,4.28
1.24,Ideal,G,62.4,56,11376,6.86,6.89,4.29
1.01,Premium,E,62.6,58,11387,6.37,6.44,4.01
0.3,Good,I,63.3,57,631,4.23,4.3,2.7
0.3,Good,I,63.3,56,631,4.21,4.26,2.68
1.28,Ideal,G,62,55.6,11401,6.94,6.96,4.31
1.05,Very Good,F,59.7,55,11417,6.66,6.73,4
1.02,Very Good,E,58.1,59,11420,6.71,6.75,3.91
1.07,Ideal,F,62,57,11434,6.52,6.57,4.06
1.07,Very Good,E,58.6,63,11475,6.7,6.79,3.95
1.01,Premium,E,62.6,58,11491,6.44,6.37,4.01
1.02,Ideal,E,62.6,57,11500,6.41,6.47,4.03
1.25,Ideal,G,60.2,54,11511,6.99,7.03,4.22
1.06,Very Good,E,62.7,58,11518,6.48,6.54,4.08
1.02,Ideal,E,62.6,57,11605,6.47,6.41,4.03
1.09,Very Good,F,61.4,56,11631,6.62,6.68,4.08
1.25,Ideal,G,60.6,57,11705,6.97,6.99,4.23
0.3,Premium,I,60.5,59,631,4.32,4.34,2.62
0.25,Very Good,F,61.1,54,633,4.08,4.11,2.5
0.25,Very Good,E,61.3,56,633,4.1,4.13,2.53
1.05,Premium,E,59,58,11838,6.66,6.7,3.94
1.09,Ideal,F,61.4,55,11846,6.61,6.68,4.09
1.09,Ideal,F,61.6,55,11888,6.59,6.65,4.08
1.05,Premium,E,59,58,11946,6.7,6.66,3.94
1.02,Ideal,E,62.2,56,12030,6.44,6.38,3.99
1.54,Premium,H,62.5,58,12196,7.33,7.38,4.6
0.29,Good,F,56.8,65,633,4.37,4.4,2.49
0.31,Ideal,I,60.9,57,635,4.39,4.44,2.69
0.31,Ideal,I,61.7,55,635,4.36,4.39,2.7
0.31,Ideal,I,60.9,57,635,4.37,4.4,2.67
0.31,Ideal,I,62,54,635,4.38,4.4,2.72
0.31,Ideal,I,62,54,635,4.36,4.42,2.72
1.51,Very Good,I,62.1,59,12291,7.25,7.31,4.52
1.51,Very Good,I,62.2,62,12291,7.3,7.33,4.55
1.54,Premium,H,62.5,58,12308,7.38,7.33,4.6
1.51,Ideal,H,62.7,56,12437,7.26,7.38,4.59
1.14,Ideal,G,59,59,12458,6.81,6.91,4.05
1.3,Ideal,G,62.3,56,12467,6.95,6.99,4.34
1.06,Ideal,F,61.9,55,12539,6.54,6.57,4.06
1.13,Premium,F,60,58,12543,6.78,6.76,4.06
1.13,Premium,F,59.8,60,12549,6.82,6.76,4.06
1.01,Very Good,D,63.3,55,12581,6.36,6.28,4
1.06,Very Good,E,62.4,55,12642,6.5,6.54,4.07
1.14,Very Good,E,63.3,57,12647,6.63,6.71,4.22
1.13,Premium,F,59.8,60,12722,6.82,6.76,4.06
1.5,Ideal,I,61.3,56,12725,7.34,7.41,4.52
1.01,Ideal,E,61.4,57,12865,6.53,6.46,3.99
1.15,Very Good,E,59.2,57,12895,6.78,6.86,4.04
1.2,Very Good,F,62.3,60,12905,6.74,6.8,4.22
1.3,Ideal,G,61.3,56,12932,7.03,7.06,4.32
1.39,Ideal,G,60.6,55,12943,7.21,7.27,4.39
1.5,Very Good,H,63,59,12988,7.23,7.3,4.58
1.05,Ideal,F,61.7,56,13060,6.48,6.56,4.02
1.03,Ideal,F,62.3,57,13060,6.44,6.49,4.03
1.39,Ideal,G,60.6,55,13061,7.27,7.21,4.39
1.51,Premium,H,60.2,60,13075,7.41,7.44,4.47
1.5,Premium,H,63,59,13107,7.3,7.23,4.58
1.24,Ideal,G,62,55,13178,6.93,6.89,4.29
1.51,Premium,H,60.2,60,13194,7.44,7.41,4.47
1.53,Good,H,63.1,57,13248,7.25,7.34,4.6
1.06,Ideal,E,62,57,13344,6.49,6.54,4.04
1.28,Ideal,G,61.7,56,13360,6.95,6.99,4.3
1.53,Very Good,H,63.1,57,13369,7.34,7.25,4.6
1.55,Ideal,H,61.4,57,13421,7.42,7.47,4.57
1.37,Ideal,G,62.3,54,13439,7.11,7.15,4.43
1.55,Ideal,H,61.4,57,13544,7.47,7.42,4.57
1.26,Ideal,F,62.6,57,13671,6.94,6.84,4.31
1.25,Very Good,F,60.3,58,13953,6.96,7.03,4.22
1.5,Good,G,59.9,59,13998,7.39,7.46,4.45
1.26,Very Good,F,60,60,14095,7.04,7.09,4.24
1.2,Ideal,F,61.6,57,14300,6.84,6.79,4.2
1.2,Ideal,F,61.6,57,14430,6.84,6.79,4.2
1.04,Ideal,D,61.8,57,14494,6.49,6.52,4.02
1.35,Ideal,G,62.2,57,14616,7.07,7.11,4.41
1.04,Ideal,D,61.8,57,14626,6.52,6.49,4.02
1.51,Good,G,62.8,60,14654,7.18,7.24,4.53
1.66,Ideal,H,61.5,57,14724,7.59,7.62,4.68
1.32,Very Good,F,62.4,58,14842,6.97,7.01,4.36
1.18,Ideal,E,61.1,56,14847,6.78,6.91,4.18
1.66,Ideal,H,61.5,57,14859,7.62,7.59,4.68
1.01,Good,D,63.2,59,15081,6.34,6.38,4.02
1.01,Good,D,63.4,59,15081,6.26,6.39,4.01
1.48,Good,G,59.8,61,15164,7.54,7.34,4.45
1.09,Ideal,E,60.1,58,15193,6.68,6.72,4.03
1.01,Very Good,D,63.4,59,15219,6.39,6.26,4.01
1.02,Premium,D,61.5,60,15231,6.45,6.52,3.99
1.02,Very Good,D,62.7,57,15306,6.36,6.46,4.02
1.02,Premium,D,61.5,60,15370,6.52,6.45,3.99
1.27,Ideal,F,61.3,55,15377,6.98,7.02,4.29
1.54,Very Good,G,59.4,60,15444,7.55,7.61,4.5
1.11,Ideal,E,61.8,55,15464,6.65,6.69,4.12
1.21,Ideal,F,62.8,56,15497,6.75,6.84,4.27
1.02,Ideal,D,63,57,15575,6.39,6.35,4.01
1.04,Premium,D,60.6,56,15671,6.6,6.54,3.98
1.28,Premium,E,59.8,59,15806,7.1,7.07,4.24
1.06,Ideal,D,61.2,57,15813,6.57,6.61,4.03
1.3,Ideal,E,62.3,54,15874,6.97,7.03,4.36
1,Good,D,63.3,59,15928,6.33,6.37,4.02
1,Very Good,D,63.3,59,16073,6.37,6.33,4.02
1.01,Very Good,D,61.6,56,16087,6.43,6.46,3.97
1.01,Premium,D,61.6,56,16234,6.46,6.43,3.97
1.6,Ideal,H,61.5,53,16300,7.57,7.69,4.66
1.09,Good,D,58.7,61,16406,6.75,6.85,3.99
1,Ideal,D,60.7,57,16469,6.44,6.48,3.92
1.6,Ideal,G,59.8,54,16547,7.75,7.63,4.6
1.25,Ideal,E,61.8,55,16823,6.95,6.9,4.28
1.07,Ideal,D,60.9,54,17042,6.66,6.73,4.08
1.02,Very Good,D,61.7,59,17100,6.42,6.52,3.99
2.04,Ideal,J,61.5,58,17327,8.11,8.14,5
1.58,Ideal,G,62.2,57,17329,7.45,7.51,4.65
1.21,Ideal,E,61.8,56,17353,6.81,6.88,4.23
1.14,Good,D,61.7,63,17499,6.64,6.74,4.13
1.65,Ideal,G,62.4,55,17569,7.53,7.61,4.72
1.03,Ideal,D,62,56,17590,6.55,6.44,4.03
1.38,Very Good,F,58.2,60,17598,7.32,7.39,4.28
1.34,Premium,E,61.8,58,17663,7.15,7.08,4.4
1.65,Ideal,G,62.4,55,17729,7.61,7.53,4.72
1.07,Very Good,D,59,59,17909,6.63,6.72,3.94
0.28,Ideal,F,62.4,55,646,4.17,4.2,2.61
2.08,Ideal,J,61,55,17986,8.32,8.25,5.05
1.51,Premium,F,60.5,61,18102,7.5,7.4,4.45
1.14,Very Good,D,59.1,58,18112,6.83,6.9,4.06
1.07,Very Good,D,60.9,58,18114,6.57,6.67,4.03
1.09,Very Good,D,61.7,58,18231,6.55,6.65,4.07
1.07,Premium,D,60.9,58,18279,6.67,6.57,4.03
2.29,Premium,J,61.4,60,18426,8.45,8.49,5.2
1.33,Ideal,F,60.2,57,18435,7.12,7.17,4.3
1.04,Very Good,D,61.3,56,18542,6.53,6.55,4.01
1.5,Very Good,F,63.2,58,18552,7.2,7.32,4.59
2.29,Premium,J,61.4,60,18594,8.49,8.45,5.2
1.28,Ideal,E,60.7,57,18700,7.09,6.99,4.27
0.26,Ideal,G,61.7,54,648,4.15,4.18,2.57
0.26,Ideal,G,60.8,56,648,4.11,4.15,2.51
1.51,Ideal,G,61.7,55,18806,7.37,7.41,4.56
0.28,Ideal,G,61.3,57,650,4.25,4.27,2.6
0.28,Ideal,G,61.5,57,650,4.19,4.21,2.58
0.28,Ideal,G,62.4,55,650,4.17,4.2,2.61
0.28,Ideal,G,60.9,57,650,4.24,4.27,2.59
0.41,Very Good,J,60.8,56,651,4.83,4.87,2.95
0.31,Ideal,I,61.3,57,652,4.34,4.4,2.68
0.31,Ideal,I,62.2,54,652,4.36,4.39,2.72
0.32,Ideal,I,62.1,54,655,4.39,4.43,2.74
