carat,cut,color,depth,table,price,x,y,z
0.68,Good,G,61.9,55,3225,5.63,5.68,3.5
0.51,Ideal,E,61.3,56,3226,5.21,5.13,3.17
0.59,Very Good,D,61.8,57,3234,5.37,5.41,3.33
0.7,Premium,G,62.8,58,3234,5.68,5.62,3.55
0.73,Ideal,I,61.8,57,3239,5.75,5.77,3.56
0.29,Very Good,F,61.5,56,563,4.26,4.3,2.63
0.26,Good,F,63.3,57,564,4.05,4.07,2.57
0.7,Ideal,G,62.6,57,3247,5.65,5.7,3.55
0.52,Ideal,D,62,57,3247,5.17,5.15,3.2
0.65,Ideal,G,61.9,56,3248,5.56,5.59,3.45
0.7,Very Good,F,63.3,56,3252,5.7,5.64,3.59
0.71,Ideal,G,62.8,56,3254,5.71,5.76,3.6
0.7,Very Good,F,63,60,3261,5.59,5.62,3.53
0.7,Premium,E,61.7,59,3265,5.67,5.71,3.51
0.7,Very Good,F,59.3,62,3270,5.74,5.77,3.41
0.56,Ideal,D,61.8,56,3270,5.28,5.31,3.27
0.7,Very Good,G,62.8,56,3276,5.63,5.67,3.55
0.74,Ideal,H,62.5,55,3287,5.76,5.79,3.61
0.7,Premium,E,61.7,59,3294,5.71,5.67,3.51
0.7,Premium,F,62.4,56,3300,5.69,5.63,3.53
0.7,Ideal,G,60.7,57,3303,5.73,5.76,3.49
0.53,Very Good,D,61.2,55,3307,5.21,5.26,3.21
0.66,Very Good,E,61.8,55,3309,5.6,5.66,3.48
0.27,Very Good,G,60.1,58,566,4.21,4.23,2.53
0.27,Very Good,G,62.9,55,566,4.12,4.15,2.6
0.27,Very Good,G,62.5,56,566,4.14,4.16,2.59
0.27,Very Good,G,61,56,566,4.21,4.25,2.57
0.27,Very Good,G,62.9,55,566,4.13,4.15,2.6
0.7,Good,F,63.3,56,3310,5.64,5.7,3.59
0.76,Premium,H,60.7,58,3311,5.9,5.93,3.59
0.57,Ideal,F,61.3,56,3313,5.37,5.4,3.3
0.52,Ideal,D,60.9,56,3321,5.2,5.24,3.18
0.69,Very Good,G,60.8,55,3323,5.74,5.77,3.5
0.53,Ideal,E,61.5,54,3323,5.23,5.25,3.22
0.72,Ideal,G,61.7,55,3326,5.8,5.77,3.57
0.74,Very Good,G,63.2,56,3328,5.74,5.72,3.62
0.71,Ideal,G,61.4,59,3332,5.7,5.76,3.52
0.6,Very Good,F,61.2,58,3333,5.42,5.46,3.33
0.73,Ideal,F,61.9,56,3342,5.83,5.76,3.59
0.57,Ideal,F,61.3,56,3343,5.4,5.37,3.3
0.71,Premium,F,58.1,58,3347,5.92,5.88,3.43
0.7,Premium,F,61.8,60,3348,5.67,5.63,3.49
0.7,Ideal,F,62.2,55,3348,5.69,5.66,3.53
0.53,Ideal,E,61.5,54,3352,5.25,5.23,3.22
0.7,Ideal,G,61.9,58,3354,5.67,5.74,3.53
0.76,Ideal,H,62.1,56,3363,5.81,5.89,3.63
0.52,Ideal,D,62.1,54,3373,5.15,5.18,3.21
0.7,Good,G,58.5,62,3380,5.8,5.82,3.4
0.74,Ideal,G,62.1,56,3388,5.78,5.82,3.6
0.74,Ideal,G,61.9,54,3402,5.8,5.84,3.6
0.82,Ideal,H,62.9,56,3420,5.99,5.91,3.74
0.59,Ideal,E,60.7,57,3422,5.41,5.45,3.29
0.76,Ideal,H,61.8,57,3423,5.82,5.86,3.61
0.53,Ideal,D,62.1,57,3442,5.15,5.18,3.21
0.82,Very Good,I,62.8,58,3443,5.95,5.99,3.75
0.33,Ideal,I,61.7,55.7,570,4.43,4.45,2.74
0.71,Very Good,F,61.8,55,3461,5.71,5.77,3.55
0.56,Ideal,D,61.9,56,3465,5.28,5.32,3.28
0.73,Ideal,G,61.6,56,3487,5.77,5.82,3.57
0.72,Ideal,G,62.2,54.4,3492,5.73,5.76,3.57
0.54,Ideal,D,61.2,57,3494,5.25,5.27,3.22
0.56,Ideal,D,61.9,56,3496,5.32,5.28,3.28
0.62,Ideal,F,61.9,56,3499,5.46,5.48,3.38
0.72,Ideal,G,62.2,57,3502,5.72,5.75,3.57
0.7,Premium,F,61.6,59,3504,5.71,5.76,3.53
0.7,Ideal,H,61.5,57,3517,5.69,5.73,3.51
0.7,Ideal,H,60.3,56,3524,5.77,5.82,3.49
0.31,Ideal,I,61.4,54,571,4.38,4.41,2.7
0.7,Very Good,F,60.6,60,3536,5.67,5.7,3.45
0.7,Good,F,61.2,61,3536,5.71,5.79,3.52
0.74,Ideal,G,62.1,54,3537,5.8,5.83,3.61
0.72,Ideal,G,61.7,54.8,3548,5.73,5.77,3.55
0.72,Premium,E,62.9,59,3566,5.75,5.67,3.59
0.73,Very Good,G,60.2,61,3567,5.83,5.89,3.53
0.83,Ideal,H,61.7,57,3570,6.02,6.07,3.73
0.6,Ideal,D,61.6,56,3570,5.41,5.43,3.34
0.7,Premium,F,61.9,60,3587,5.68,5.63,3.5
0.7,Ideal,F,61,57,3602,5.71,5.76,3.5
0.71,Premium,F,60.9,58,3604,5.76,5.8,3.52
0.73,Very Good,G,62.9,59,3606,5.7,5.78,3.61
0.31,Ideal,I,62,54,571,4.34,4.37,2.7
0.31,Very Good,I,62.8,55,571,4.33,4.36,2.73
0.31,Premium,I,61,58,571,4.33,4.39,2.66
0.31,Good,I,63.1,59,571,4.25,4.31,2.7
0.31,Ideal,I,62.1,56,571,4.35,4.38,2.71
0.72,Very Good,H,59.9,57,3610,5.83,5.86,3.5
0.7,Ideal,H,60.9,57,3611,5.7,5.78,3.5
0.9,Premium,J,62,58,3617,6.19,6.11,3.81
0.7,Very Good,F,63.1,58,3622,5.6,5.66,3.55
0.61,Ideal,D,62.3,54,3625,5.4,5.45,3.38
0.71,Very Good,F,62.7,58,3626,5.67,5.72,3.57
0.76,Ideal,H,61.9,54,3648,5.87,5.9,3.64
0.73,Ideal,G,61.3,56,3667,5.79,5.82,3.56
0.73,Ideal,G,61.9,57,3669,5.76,5.8,3.58
0.76,Ideal,G,62,54.7,3671,5.83,5.87,3.62
0.79,Ideal,H,62,56,3675,5.92,5.96,3.68
0.31,Very Good,I,62.2,60,571,4.3,4.32,2.68
0.28,Very Good,F,58.9,62,572,4.27,4.32,2.53
0.7,Ideal,F,62.5,57,3683,5.62,5.67,3.53
0.72,Premium,F,62.8,58,3689,5.75,5.68,3.59
0.71,Very Good,F,61.8,58,3692,5.63,5.73,3.51
0.72,Ideal,H,61.8,56,3708,5.75,5.78,3.56
0.73,Very Good,F,60.6,56,3720,5.79,5.83,3.52
0.7,Very Good,E,62.5,56,3724,5.63,5.7,3.54
0.7,Very Good,E,60.9,59,3724,5.67,5.81,3.5
0.58,Ideal,D,62.1,55,3732,5.33,5.37,3.32
0.8,Ideal,H,61.8,57,3732,5.93,5.89,3.65
0.8,Very Good,H,61.9,56,3737,5.93,5.96,3.69
0.58,Ideal,D,62.2,56,3741,5.34,5.36,3.33
0.9,Good,I,63.9,63,3741,6.04,6.07,3.87
0.9,Very Good,J,60.4,60,3746,6.23,6.28,3.78
0.72,Very Good,F,62.1,55,3762,5.72,5.78,3.57
0.7,Ideal,G,61.6,57,3763,5.69,5.73,3.52
0.83,Very Good,I,61.8,56,3774,6,6.03,3.72
0.71,Premium,E,62.7,60,3779,5.73,5.62,3.56
0.69,Ideal,F,61.6,56,3784,5.69,5.71,3.51
0.59,Ideal,D,62.3,54,3791,5.36,5.39,3.35
0.72,Ideal,F,61.7,56,3795,5.73,5.77,3.55
0.79,Very Good,E,63.1,60,3796,5.88,5.84,3.7
0.74,Ideal,H,61.1,56,3804,5.84,5.91,3.59
0.71,Very Good,E,63,57,3808,5.66,5.7,3.58
0.7,Ideal,F,62.4,55,3830,5.63,5.71,3.54
0.71,Premium,E,62.5,57,3831,5.67,5.62,3.53
0.83,Ideal,H,63.4,56,3846,5.96,5.99,3.79
0.6,Ideal,D,62.3,55,3850,5.38,5.4,3.36
0.9,Very Good,I,63.4,57,3872,6.09,6.12,3.87
0.71,Ideal,F,61.8,56,3880,5.72,5.74,3.54
0.25,Very Good,E,59.7,58,575,4.13,4.14,2.47
0.25,Very Good,E,60.7,58,575,4.07,4.1,2.48
0.73,Ideal,F,62.7,56,3900,5.76,5.72,3.6
0.72,Very Good,E,61.2,58,3903,5.75,5.79,3.53
0.71,Very Good,E,57.9,61,3907,5.88,5.96,3.43
0.73,Ideal,G,61.6,56,3913,5.76,5.79,3.56
0.7,Very Good,D,61.5,63,3920,5.78,5.64,3.51
0.92,Premium,I,62.4,59,3932,6.17,6.14,3.84
0.71,Premium,E,61.8,56,3936,5.71,5.68,3.52
0.71,Premium,D,58.8,58,3952,5.89,5.81,3.44
0.71,Ideal,G,61.1,57,3955,5.76,5.8,3.53
0.25,Very Good,E,60,56,575,4.1,4.14,2.47
0.25,Very Good,E,60.2,59,575,4.11,4.13,2.48
0.32,Ideal,I,62.2,53,575,4.42,4.45,2.76
0.32,Ideal,I,61.4,56,575,4.42,4.44,2.72
0.25,Ideal,F,60.9,57,575,4.06,4.09,2.48
0.25,Good,E,61.3,61,575,4.04,4.08,2.49
0.77,Very Good,G,62.7,54,3966,5.84,5.89,3.67
0.62,Ideal,D,62.2,54,3968,5.45,5.48,3.4
0.9,Good,I,62.4,61,3972,6.05,6.09,3.79
0.73,Ideal,F,61.8,54,3990,5.8,5.78,3.58
0.74,Very Good,E,63.5,58,3993,5.78,5.72,3.65
0.74,Ideal,F,60.9,57,4013,5.83,5.86,3.56
0.71,Ideal,G,61.2,56,4015,5.75,5.81,3.54
0.7,Ideal,F,62.7,54,4021,5.66,5.7,3.56
0.65,Ideal,D,61.8,57,4022,5.54,5.56,3.43
0.71,Ideal,E,61.9,55,4027,5.73,5.77,3.56
0.25,Very Good,F,60.7,59,576,4.07,4.1,2.48
0.25,Premium,E,60.7,60,576,4.09,4.11,2.49
0.25,Ideal,E,61.2,57,576,4.08,4.12,2.51
0.25,Very Good,E,62.9,59,576,3.99,4.02,2.52
0.25,Very Good,E,62.9,58,576,4.01,4.03,2.53
0.54,Ideal,D,61.3,56,4042,5.24,5.26,3.22
0.64,Ideal,D,61.8,54,4084,5.54,5.56,3.43
0.9,Very Good,I,61.3,59,4099,6.17,6.2,3.79
0.25,Ideal,H,62.5,56,577,4.06,4.03,2.53
0.25,Premium,H,59.8,59,577,4.09,4.07,2.44
0.25,Premium,H,60.1,62,577,4.11,4.08,2.46
0.25,Premium,H,62.7,60,577,4.03,3.98,2.51
0.7,Very Good,E,61.9,58,4114,5.6,5.67,3.49
0.9,Good,I,63.6,58,4114,6.14,6.1,3.89
0.91,Fair,H,56.5,67,4115,6.38,6.4,3.61
0.74,Ideal,F,60.8,60,4127,5.82,5.86,3.55
0.9,Very Good,I,63.5,58,4161,6.06,6.09,3.86
0.7,Very Good,E,61.6,61,4171,5.7,5.73,3.52
0.73,Ideal,F,61.1,56,4171,5.83,5.86,3.57
0.6,Ideal,D,62.5,55,4172,5.4,5.42,3.38
0.73,Ideal,G,61.7,57,4182,5.77,5.8,3.57
0.9,Good,I,63.6,58,4187,6.1,6.14,3.89
0.9,Fair,I,63.5,57,4194,5.98,6.09,3.83
0.7,Good,D,59.2,59,4198,5.76,5.79,3.42
0.6,Ideal,D,62.5,55,4209,5.42,5.4,3.38
0.71,Very Good,E,62.8,59,4228,5.66,5.71,3.57
0.71,Ideal,E,62.3,55,4231,5.68,5.72,3.55
0.71,Premium,D,59.2,59,4234,5.88,5.84,3.47
0.61,Ideal,D,62.1,56,4241,5.43,5.46,3.38
0.7,Very Good,D,62.7,54,4244,5.67,5.71,3.57
0.7,Ideal,F,61.6,56,4246,5.86,5.71,3.51
0.72,Ideal,F,62,56,4252,5.73,5.75,3.56
0.74,Good,D,59.2,62.6,4274,5.85,5.87,3.47
0.61,Ideal,D,62.1,56,4279,5.46,5.43,3.38
0.64,Ideal,D,61.5,56,4281,5.57,5.59,3.43
0.77,Very Good,F,61.1,57,4304,5.91,5.94,3.62
0.65,Ideal,D,61.9,56,4320,5.53,5.56,3.43
0.68,Ideal,D,61.3,57,4325,5.66,5.69,3.48
0.88,Ideal,H,62,59,4334,6.12,6.13,3.8
0.25,Ideal,G,61.7,56,582,4.05,4.07,2.51
0.25,Ideal,G,62.6,55,582,4.03,4.04,2.52
0.25,Ideal,G,62.6,56,582,4.01,4.05,2.52
0.23,Very Good,F,61.8,57,583,3.94,3.96,2.44
0.23,Very Good,F,62.3,55,583,3.93,3.96,2.46
0.23,Very Good,F,62.8,54,583,3.92,3.94,2.47
0.23,Very Good,E,62.4,54,583,3.95,3.98,2.47
0.23,Very Good,E,62.2,57,583,3.93,3.96,2.45
0.74,Good,F,58.4,60,4336,6.03,6.06,3.53
0.72,Very Good,E,60.8,58,4339,5.79,5.83,3.53
0.7,Ideal,F,62.4,55,4341,5.65,5.69,3.54
0.7,Very Good,D,63.4,59,4362,5.63,5.64,3.57
0.72,Ideal,F,61,56,4362,5.78,5.8,3.53
0.9,Good,H,64.3,59,4381,6.04,6.09,3.9
0.9,Good,G,64,55,4382,6.05,6.02,3.86
0.76,Ideal,E,61.8,54,4382,5.9,5.87,3.64
0.77,Very Good,F,60.2,58,4399,5.93,5.97,3.58
0.7,Good,D,61,61,4407,5.69,5.72,3.48
1,Good,I,56.5,62,4445,6.58,6.55,3.71
0.71,Ideal,F,62,56,4454,5.72,5.77,3.56
0.7,Ideal,F,62.2,57,4458,5.7,5.74,3.56
0.28,Very Good,G,61.9,55,586,4.18,4.2,2.6
0.28,Very Good,G,60.7,56,586,4.27,4.29,2.6
0.28,Ideal,H,62,55,586,4.17,4.22,2.6
0.27,Ideal,D,61.7,57,586,4.16,4.2,2.58
0.27,Ideal,E,62,56,586,4.16,4.19,2.59
0.27,Good,E,63.9,57,586,4.07,4.1,2.61
0.8,Very Good,H,62.9,58,4468,5.82,5.88,3.68
0.71,Premium,D,59.7,59,4482,5.81,5.88,3.49
0.9,Very Good,H,63.5,57,4485,6.02,6.07,3.84
0.79,Premium,E,62.8,60,4490,5.89,5.8,3.67
0.76,Very Good,F,62.1,57,4504,5.8,5.83,3.61
0.76,Very Good,F,59.6,58,4504,5.91,5.96,3.54
0.79,Very Good,E,62.8,60,4570,5.8,5.89,3.67
0.32,Ideal,I,62.5,55,589,4.37,4.4,2.74
0.32,Very Good,I,63,58,589,4.32,4.38,2.74
0.32,Ideal,I,61.7,55,589,4.39,4.4,2.71
0.9,Very Good,G,62.3,58,4601,6.14,6.21,3.85
0.91,Ideal,I,60,57,4609,6.29,6.31,3.83
1,Good,J,63.5,59,4633,6.29,6.34,4.01
0.7,Very Good,E,63.2,57,4644,5.62,5.67,3.57
0.32,Ideal,I,61.9,55,589,4.39,4.4,2.72
0.32,Ideal,I,62.4,55,589,4.34,4.38,2.72
0.32,Very Good,I,60.1,61,589,4.4,4.45,2.66
0.9,Very Good,H,62.1,59,4664,6.17,6.19,3.84
0.9,Very Good,G,63.3,58,4697,6.05,6.14,3.86
0.72,Ideal,E,61.6,56,4702,5.75,5.77,3.55
0.23,Ideal,I,63,56,414,3.94,3.9,2.47
0.23,Premium,I,60.5,61,414,3.98,3.95,2.4
0.23,Very Good,G,61.3,59,414,3.94,3.96,2.42
0.23,Very Good,G,60.2,59,415,4,4.01,2.41
0.26,Very Good,F,61.2,60,591,4.13,4.14,2.53
0.27,Very Good,F,62,55,591,4.16,4.16,2.59
0.27,Very Good,E,62.4,55,591,4.18,4.22,2.62
0.33,Ideal,I,62.1,54,592,4.46,4.49,2.78
0.73,Very Good,D,61.8,61,4716,5.7,5.73,3.53
1,Very Good,J,63.5,59,4717,6.34,6.29,4.01
0.9,Good,H,63.8,59,4763,6.13,6.09,3.9
0.9,Ideal,H,61.9,57,4783,6.19,6.24,3.85
0.71,Ideal,E,62,56,4802,5.69,5.73,3.54
0.73,Ideal,E,62,56,4830,5.75,5.79,3.58
0.72,Very Good,E,61.2,57,4847,5.73,5.78,3.53
0.9,Good,H,63.8,59,4847,6.09,6.13,3.9
0.3,Premium,H,61.3,58,593,4.3,4.32,2.64
0.79,Ideal,F,61.5,55,4858,5.98,5.95,3.67
0.71,Ideal,E,61,57,4860,5.75,5.76,3.51
0.72,Ideal,E,61.4,57,4864,5.74,5.79,3.54
0.75,Very Good,E,62.3,57,4889,5.73,5.83,3.6
0.9,Premium,H,62.3,59,4890,6.15,6.09,3.81
0.78,Very Good,E,61.3,60,4904,5.86,5.92,3.61
0.32,Very Good,I,60.9,57,596,4.45,4.48,2.71
0.28,Very Good,D,60.3,62,596,4.22,4.24,2.55
0.71,Ideal,F,61.1,54,4937,5.78,5.84,3.55
0.91,Premium,H,62.5,59,4944,6.19,6.16,3.86
0.7,Ideal,F,61,56,4951,5.72,5.75,3.5
0.7,Ideal,F,61.7,56,4951,5.68,5.73,3.52
1.01,Premium,H,60.5,57,4955,6.55,6.48,3.94
0.83,Ideal,G,61.9,56,4963,6.03,6.05,3.74
0.9,Very Good,H,62.3,59,4977,6.09,6.15,3.81
0.71,Ideal,F,61.1,54,4981,5.84,5.78,3.55
1.01,Premium,I,62,59,4989,6.39,6.32,3.94
0.72,Ideal,F,60.8,56,5006,5.81,5.83,3.54
0.71,Ideal,F,61,56,5019,5.77,5.8,3.53
0.71,Ideal,F,61.7,56,5019,5.73,5.77,3.55
0.71,Ideal,F,61.4,56,5019,5.75,5.78,3.54
0.86,Good,D,64.3,53,5029,6.02,6.12,3.89
0.91,Premium,H,62.5,59,5032,6.16,6.19,3.86
0.72,Ideal,F,60.8,56,5051,5.83,5.81,3.54
0.65,Ideal,D,60.9,57,5052,5.58,5.61,3.41
0.76,Ideal,E,62.2,55,5056,5.86,5.82,3.63
0.72,Ideal,F,61.8,57,5086,5.73,5.76,3.55
1.04,Premium,H,60.4,58,5102,6.58,6.53,3.96
0.73,Ideal,F,61.9,56,5154,5.75,5.79,3.57
0.73,Ideal,F,61.4,56,5154,5.8,5.81,3.56
0.26,Very Good,F,58.7,58,597,4.24,4.25,2.49
0.26,Very Good,F,62,59,597,4.08,4.15,2.55
0.26,Very Good,E,61.4,58,597,4.12,4.15,2.54
0.26,Very Good,E,59.9,58,597,4.17,4.18,2.5
0.26,Good,E,59.4,61,597,4.13,4.15,2.46
0.77,Ideal,E,61.6,55,5251,5.87,5.95,3.64
0.75,Ideal,F,60.6,57,5288,5.88,5.94,3.59
0.26,Very Good,E,62.9,58,599,4.06,4.08,2.56
0.26,Ideal,E,62,56,599,4.09,4.13,2.55
0.26,Ideal,E,61.7,57,599,4.07,4.1,2.52
0.26,Premium,E,61.7,59,599,4.1,4.14,2.54
0.26,Premium,E,62.3,60,599,4.07,4.09,2.54
