carat,cut,color,depth,table,price,x,y,z
0.76,Very Good,E,60.8,60,2831,5.89,5.98,3.61
0.91,Very Good,I,62.8,61,2832,6.15,6.18,3.87
0.85,Ideal,H,62.5,57,2833,6.02,6.07,3.78
0.9,Fair,G,65.3,59,2834,6.07,6,3.94
0.77,Ideal,E,60.7,55,2834,6.01,5.95,3.63
0.75,Very Good,F,59.8,56,2840,5.85,5.92,3.52
0.92,Ideal,D,61.9,56,2840,6.27,6.2,3.86
0.83,Premium,F,61.4,59,2840,6.08,6.04,3.72
0.82,Ideal,F,61.7,53,2841,6,6.12,3.74
0.82,Ideal,F,62.3,56,2841,5.96,6.02,3.73
0.82,Very Good,F,59.7,57,2841,6.12,6.14,3.66
0.81,Very Good,F,63.2,58,2843,5.91,5.92,3.74
0.81,Ideal,F,62.1,57,2843,5.91,5.95,3.68
1.27,Premium,H,59.3,61,2845,7.12,7.05,4.2
1.01,Fair,H,65.4,59,2846,6.3,6.26,4.11
0.75,Fair,D,64.6,57,2848,5.74,5.72,3.7
0.87,Very Good,F,61,63,2851,6.22,6.07,3.75
0.79,Ideal,D,62.8,57,2853,5.9,5.85,3.69
0.79,Premium,D,60,60,2853,6.07,6.03,3.63
0.98,Fair,E,53.3,67,2855,6.82,6.74,3.61
1,Fair,G,67.8,61,2856,5.96,5.9,4.02
1.02,Ideal,H,61.6,55,2856,6.49,6.43,3.98
0.8,Ideal,G,61.6,56,2856,5.97,6.01,3.69
0.33,Premium,G,59.4,59,557,4.52,4.5,2.68
0.33,Premium,F,62.3,58,557,4.43,4.4,2.75
0.33,Premium,G,62.6,58,557,4.42,4.4,2.76
0.33,Ideal,G,61.9,56,557,4.45,4.41,2.74
0.33,Premium,F,63,58,557,4.42,4.4,2.78
1,Fair,H,66.1,56,2856,6.21,5.97,4.04
0.9,Very Good,G,63.1,58,2857,6.08,6.02,3.82
0.9,Fair,G,64.5,56,2858,6.06,6,3.89
0.83,Premium,E,59.2,60,2859,6.17,6.12,3.64
0.9,Very Good,J,63.6,58,2860,6.07,6.1,3.87
0.82,Premium,E,61.7,59,2861,6.01,5.98,3.7
0.8,Very Good,D,62.5,59,2862,5.88,5.92,3.69
1.01,Fair,E,67.6,57,2862,6.21,6.11,4.18
0.84,Premium,F,62.3,59,2863,6.06,6.01,3.76
0.81,Ideal,E,60.3,57,2864,6.07,6.04,3.65
0.95,Premium,F,58.4,57,2867,6.49,6.41,3.77
0.82,Ideal,F,62.3,56,2867,5.99,5.95,3.72
0.82,Ideal,F,61.7,53,2867,6.12,6,3.74
0.82,Ideal,F,62.3,56,2867,6.02,5.96,3.73
0.82,Premium,F,59.7,57,2867,6.14,6.12,3.66
0.96,Fair,F,68.2,61,2867,6.07,5.88,4.1
0.79,Premium,E,61,58,2868,5.96,5.9,3.62
0.83,Ideal,E,62.2,57,2870,6,6.05,3.75
0.7,Very Good,G,59,62,2872,5.79,5.81,3.42
0.76,Ideal,E,62.8,56,2873,5.78,5.82,3.64
1,Ideal,I,61.7,56,2873,6.45,6.41,3.97
1,Fair,H,67.7,60,2875,6.11,5.98,4.09
1,Fair,H,69.5,55,2875,6.17,6.1,4.26
0.79,Very Good,D,59.7,58,2878,6,6.07,3.6
0.84,Ideal,G,61,56,2879,6.13,6.1,3.73
0.84,Ideal,G,62.3,55,2879,6.08,6.03,3.77
1.02,Ideal,J,60.3,54,2879,6.53,6.5,3.93
0.92,Very Good,J,58.7,61,2880,6.34,6.43,3.75
0.9,Good,H,62.7,64,2883,6.09,6,3.79
0.9,Fair,H,65,61,2883,6.01,5.96,3.89
1.03,Fair,I,65.3,55,2884,6.32,6.27,4.11
0.77,Ideal,D,61.5,55,2885,5.9,5.93,3.64
0.9,Fair,D,66.9,57,2885,6.02,5.9,3.99
0.9,Good,H,63.5,58,2889,6.09,6.14,3.88
0.86,Ideal,H,61.8,55,2892,6.12,6.14,3.79
0.82,Very Good,G,62.5,56,2893,5.99,6.04,3.76
0.8,Ideal,G,62.5,55,2893,5.89,5.92,3.69
0.82,Good,G,59.9,62,2893,6.02,6.04,3.61
0.81,Very Good,E,62.4,57,2894,5.91,5.99,3.71
0.81,Ideal,G,62.2,57,2894,5.96,6,3.72
0.73,Ideal,E,61.5,55,2896,5.82,5.86,3.59
0.77,Ideal,D,62.1,56,2896,5.83,5.89,3.64
1.12,Premium,J,60.6,59,2898,6.68,6.61,4.03
0.98,Good,H,57.9,56,2898,6.51,6.47,3.76
0.81,Ideal,E,63,56,2901,5.95,5.9,3.73
0.81,Premium,E,62.5,59,2901,5.97,5.9,3.71
0.79,Very Good,D,62.8,57,2904,5.85,5.9,3.69
0.95,Good,I,63.8,57,2905,6.23,6.13,3.94
0.33,Ideal,G,62.9,55,557,4.46,4.41,2.79
0.39,Ideal,H,61.5,57,558,4.66,4.7,2.88
0.31,Ideal,E,61.7,56,558,4.4,4.35,2.7
0.31,Ideal,E,60.1,57,558,4.44,4.41,2.66
0.31,Ideal,E,61.3,55,558,4.37,4.34,2.67
0.31,Premium,E,60.9,60,558,4.38,4.35,2.66
0.9,Ideal,I,61.9,57,2909,6.19,6.13,3.81
1.05,Premium,I,58.3,57,2911,6.72,6.67,3.9
1,Fair,H,65.2,54,2912,6.3,6.22,4.08
1,Fair,H,67,55,2912,6.25,6.12,4.16
0.71,Premium,G,60.8,59,2913,5.7,5.74,3.48
0.91,Premium,I,62,59,2913,6.18,6.23,3.85
0.85,Ideal,G,62,57,2913,6.1,6.02,3.76
0.8,Very Good,G,62,55,2915,5.94,6.01,3.7
0.83,Very Good,D,63.1,57,2918,5.95,5.9,3.74
0.77,Ideal,D,60.6,56,2922,5.95,5.9,3.59
0.77,Ideal,D,60.2,56,2923,5.98,6.04,3.62
0.81,Good,D,63.6,55,2926,5.91,5.86,3.74
0.9,Premium,H,59.5,60,2927,6.32,6.29,3.75
0.9,Very Good,E,58.7,63,2930,6.23,6.2,3.65
0.9,Fair,E,65,58,2930,6.08,6.04,3.94
0.75,Good,D,57.6,56,2933,5.98,6.07,3.47
0.9,Good,H,62.7,64,2934,6,6.09,3.79
0.71,Ideal,D,62,54,2934,5.77,5.74,3.57
0.7,Ideal,D,62.6,54,2936,5.69,5.72,3.57
0.82,Ideal,E,62.1,56,2937,6.01,5.98,3.72
0.95,Premium,G,58.8,60,2937,6.35,6.31,3.72
0.81,Ideal,E,60.2,57,2938,6.1,6.06,3.66
0.83,Very Good,F,61.9,56,2939,5.99,6.02,3.72
0.8,Ideal,E,60.8,56,2939,6.02,6.01,3.66
0.72,Ideal,E,62.4,57,2939,5.71,5.74,3.57
0.8,Premium,E,59.9,58,2939,6.03,5.96,3.59
0.79,Very Good,E,59.2,59,2941,6.04,6.06,3.58
0.81,Very Good,F,62.7,58,2942,5.92,5.95,3.72
1.03,Fair,G,65.7,59,2942,6.3,6.24,4.12
1.01,Fair,G,67.1,59,2942,6.27,6.19,4.18
0.92,Ideal,H,58.5,57,2947,6.37,6.34,3.72
0.9,Premium,I,62.5,58,2948,6.15,6.1,3.83
0.9,Fair,I,66.4,60,2948,5.92,5.86,3.91
0.9,Premium,I,60.6,60,2948,6.28,6.23,3.79
0.9,Ideal,I,62,56,2948,6.2,6.16,3.83
1,Fair,E,65.8,58,2948,6.28,6.16,4.09
0.95,Good,I,63.8,57,2956,6.13,6.23,3.94
0.98,Fair,F,61.6,66,2958,6.46,6.24,3.92
0.96,Premium,E,60.4,56,2961,6.32,6.23,3.79
0.91,Very Good,E,58.6,63,2963,6.38,6.32,3.72
0.9,Fair,F,65.7,59,2964,6.03,5.99,3.95
0.9,Good,F,64.2,62,2964,6.08,6,3.88
0.85,Very Good,E,63.1,58,2966,6.02,6,3.79
0.82,Ideal,F,60.9,57,2966,6.06,6.02,3.68
0.86,Very Good,G,62.6,56,2967,6.01,6.07,3.78
0.31,Premium,E,60.8,61,558,4.43,4.39,2.68
0.31,Premium,E,61.2,61,558,4.37,4.36,2.67
0.31,Ideal,G,61.4,55,558,4.39,4.37,2.69
1.06,Premium,I,61.5,57,2968,6.57,6.49,4.02
0.9,Ideal,G,62.4,57,2968,6.16,6.13,3.84
1.04,Good,I,59.9,64,2970,6.51,6.45,3.88
0.9,Very Good,H,63.1,60,2972,6.14,6.09,3.86
0.9,Very Good,J,63.3,59,2973,6.08,6.12,3.86
0.77,Ideal,D,60.6,56,2973,5.9,5.95,3.59
1,Fair,D,69.3,58,2974,5.96,5.87,4.1
0.82,Very Good,E,63.3,56,2975,5.99,5.95,3.78
0.91,Ideal,I,63,54,2976,6.17,6.12,3.86
0.8,Ideal,E,61,55,2978,6,6.03,3.67
0.76,Ideal,E,62.1,56,2978,5.85,5.88,3.64
0.86,Premium,F,61.8,58,2980,6.12,6.15,3.79
0.91,Premium,I,60.2,59,2981,6.29,6.24,3.77
0.91,Ideal,I,61.6,57,2981,6.24,6.23,3.84
0.9,Good,E,58.7,63,2982,6.2,6.23,3.65
0.9,Fair,E,65.8,59,2982,6.03,5.98,3.95
0.84,Ideal,G,62,56,2986,6.02,6.05,3.74
1.06,Fair,J,61,66,2992,6.54,6.35,3.93
0.87,Very Good,H,61,56,2993,6.15,6.19,3.77
0.81,Premium,D,61.7,58,2994,5.97,5.93,3.67
0.91,Fair,F,65.3,51,2996,6.05,5.98,3.93
0.87,Premium,F,61.6,58,2999,6.14,6.1,3.77
0.9,Premium,I,60.6,60,3001,6.23,6.28,3.79
0.9,Very Good,I,62.5,58,3001,6.1,6.15,3.83
0.9,Ideal,I,62,56,3001,6.16,6.2,3.83
0.77,Very Good,E,60.4,58,3002,5.91,5.95,3.58
0.89,Good,H,63.3,59,3002,6.04,6.09,3.84
1.01,Fair,D,64.6,56,3003,6.31,6.24,4.05
0.92,Premium,D,60.2,61,3004,6.32,6.27,3.79
0.91,Very Good,I,63.4,58,3006,6.08,6.12,3.87
0.91,Very Good,G,62.8,59,3006,6.09,6.14,3.84
0.77,Ideal,D,62.3,55,3011,5.9,5.85,3.66
1,Fair,E,55.4,62,3011,6.63,6.59,3.66
0.82,Ideal,E,62.2,57,3012,6,5.97,3.72
0.81,Ideal,E,61.8,56,3013,6,5.97,3.7
0.81,Ideal,E,60.1,57,3013,6.07,6.1,3.66
0.9,Good,G,63.7,62,3014,6.07,6.01,3.85
0.84,Very Good,G,62.8,57,3015,6,6.04,3.78
0.91,Very Good,E,58.6,63,3015,6.32,6.38,3.72
0.81,Ideal,E,61,56,3015,5.99,6.05,3.67
0.9,Good,F,64.2,62,3016,6,6.08,3.88
0.96,Premium,E,62.8,60,3016,6.3,6.24,3.94
0.9,Ideal,H,62.8,55,3016,6.18,6.11,3.86
1.02,Very Good,F,63.3,56,3018,6.38,6.31,4.02
0.93,Premium,G,61.4,56,3019,6.27,6.23,3.84
0.9,Good,H,63.1,60,3024,6.09,6.14,3.86
0.9,Good,H,63.1,55,3024,6.08,6.13,3.85
1,Fair,G,64.9,57,3027,6.29,6.2,4.05
1.02,Premium,G,61.7,58,3027,6.46,6.41,3.97
1.01,Very Good,H,63.5,55,3032,6.32,6.27,4
0.91,Ideal,I,61.6,57,3034,6.23,6.24,3.84
0.91,Good,I,60.2,59,3034,6.24,6.29,3.77
0.4,Good,H,63.7,59,561,4.64,4.69,2.97
0.92,Premium,I,61.5,59,3040,6.27,6.21,3.84
0.91,Premium,G,60.1,62,3047,6.24,6.2,3.73
0.91,Premium,G,62.8,59,3047,6.14,6.12,3.85
0.93,Ideal,I,62.3,57,3047,6.22,6.2,3.87
0.83,Ideal,E,61.9,53,3049,6.08,6.04,3.75
0.82,Good,E,61.8,56,3050,5.95,5.99,3.69
0.81,Ideal,E,62.1,57,3050,5.97,5.91,3.69
0.81,Ideal,F,62.3,54,3053,5.94,5.98,3.72
0.78,Ideal,E,61,56,3053,5.92,5.98,3.63
1.01,Premium,H,61.1,60,3054,6.46,6.41,3.93
1.01,Premium,I,61.9,58,3054,6.45,6.41,3.98
1.01,Fair,I,66.1,58,3054,6.21,6.04,4.05
1.01,Fair,I,68.1,59,3054,6.14,6.11,4.17
0.9,Very Good,I,61.5,61,3057,6.13,6.16,3.78
0.92,Very Good,D,60.2,61,3057,6.27,6.32,3.79
0.9,Good,I,60.7,58,3057,6.17,6.21,3.76
0.91,Good,F,63.9,56,3058,6.11,6.06,3.89
0.81,Very Good,E,62.9,56,3059,5.87,5.9,3.7
0.9,Good,G,63.6,57,3060,6.1,6.04,3.86
0.91,Good,I,57.9,60,3061,6.46,6.39,3.72
0.9,Fair,F,65.7,63,3062,6.01,5.96,3.93
0.8,Ideal,F,61.4,56,3064,5.99,5.93,3.66
0.85,Very Good,D,61.4,60,3066,6.05,6.13,3.74
0.8,Ideal,F,62.5,56,3066,5.94,5.99,3.73
0.8,Ideal,F,61.8,59,3066,5.94,5.96,3.68
0.9,Good,G,63.7,62,3067,6.01,6.07,3.85
0.8,Very Good,E,62.6,59,3070,5.84,5.91,3.68
0.92,Good,J,59,63,3070,6.3,6.35,3.73
0.71,Very Good,F,61.4,56,3075,5.71,5.73,3.51
0.83,Premium,D,62.7,56,3078,6.01,5.98,3.76
0.94,Good,I,63.8,60,3079,6.21,6.14,3.94
0.91,Fair,D,62.5,66,3079,6.08,6.01,3.78
1,Premium,H,59.4,60,3080,6.49,6.4,3.83
1,Premium,H,62.8,60,3080,6.46,6.34,4.02
0.79,Very Good,D,63.2,57,3081,5.81,5.86,3.69
0.8,Premium,D,61.1,58,3082,5.94,5.9,3.62
0.92,Premium,F,62.1,60,3083,6.21,6.26,3.87
1.01,Premium,H,59.4,62,3083,6.47,6.43,3.83
0.72,Very Good,E,61,59,3084,5.73,5.78,3.51
0.9,Good,E,64.1,57,3084,6.09,6.07,3.9
0.9,Very Good,E,63.4,62,3084,6.02,6,3.81
0.9,Premium,E,60.7,61,3084,6.22,6.16,3.76
0.9,Premium,E,59.5,61,3084,6.3,6.24,3.73
0.9,Fair,E,64.5,55,3084,6.12,6.03,3.92
0.9,Fair,E,65.8,58,3084,6.02,5.98,3.95
0.9,Premium,E,63,57,3084,6.08,6.05,3.82
0.9,Very Good,E,63.1,54,3084,6.2,6.17,3.9
1.02,Fair,I,64.5,56,3084,6.28,6.25,4.04
0.84,Premium,E,59.2,59,3086,6.19,6.14,3.65
1.01,Good,J,63.7,60,3088,6.4,6.29,4.05
1.01,Very Good,J,63.3,53,3088,6.35,6.31,4.01
0.87,Ideal,F,62.2,56,3090,6.03,6.13,3.78
0.98,Very Good,H,63.4,57,3091,6.41,6.32,4.04
0.94,Premium,F,62.3,59,3095,6.32,6.23,3.91
0.91,Premium,F,62.1,56,3096,6.26,6.21,3.87
0.9,Very Good,I,60.4,58,3099,6.25,6.31,3.79
0.94,Premium,G,63,59,3099,6.16,6.1,3.86
0.93,Ideal,I,62.3,57,3101,6.2,6.22,3.87
0.81,Ideal,E,62.1,55,3101,5.94,5.98,3.7
0.83,Ideal,E,61.9,53,3103,6.04,6.08,3.75
0.9,Fair,G,55.9,62,3104,6.35,6.42,3.57
0.9,Fair,G,64.7,58,3104,5.94,6.03,3.87
0.9,Ideal,I,62.8,55,3104,6.19,6.14,3.87
0.9,Very Good,H,59.5,63,3105,6.31,6.26,3.74
0.9,Premium,H,62.4,61,3105,6.11,6.03,3.79
0.9,Very Good,H,61.1,63,3105,6.19,6.12,3.76
0.9,Fair,H,65.6,58,3105,6.05,5.95,3.95
0.9,Very Good,H,63.4,60,3105,6.08,6.03,3.84
0.9,Premium,H,59.6,59,3105,6.38,6.24,3.76
0.9,Good,H,64.1,58,3105,6.05,6.02,3.87
0.9,Very Good,G,63.3,59,3107,6.12,6.07,3.86
1.01,Good,H,64.1,56,3111,6.37,6.3,4.06
0.9,Good,H,60.4,61,3114,6.14,6.22,3.73
0.9,Very Good,G,60.1,60,3114,6.22,6.32,3.77
0.9,Good,H,64.3,58,3114,5.97,6.03,3.86
0.93,Ideal,G,61,54,3114,6.35,6.32,3.87
0.9,Good,H,64.3,60,3115,6,6.1,3.89
0.9,Good,F,63.3,57,3116,6.08,6.14,3.87
0.9,Good,F,63.2,59,3116,6.06,6.13,3.85
1.16,Fair,H,68.2,55,3118,6.47,6.37,4.38
1.02,Premium,J,62.3,58,3119,6.42,6.37,3.98
1.02,Fair,J,65,59,3119,6.34,6.24,4.08
0.91,Fair,E,64.5,60,3119,6.04,5.96,3.87
0.9,Very Good,G,64.2,56,3123,6.04,6.11,3.9
0.84,Very Good,E,62.1,58,3125,6.02,6.09,3.76
0.83,Ideal,E,61.3,57,3125,6.02,6.05,3.7
0.94,Good,D,57.9,61,3125,6.48,6.43,3.74
0.75,Ideal,E,62.6,55,3129,5.72,5.79,3.6
0.82,Ideal,E,62.6,55,3131,5.94,5.98,3.73
0.94,Good,I,63.8,60,3134,6.14,6.21,3.94
1,Fair,E,66.6,59,3136,6.07,6.01,4.02
1,Fair,E,67,53,3136,6.19,6.13,4.13
1,Fair,E,67,53,3136,6.19,6.13,4.13
1,Premium,G,62.5,59,3136,6.41,6.33,3.98
0.9,Very Good,E,60.7,61,3139,6.16,6.22,3.76
0.9,Good,E,64.1,57,3139,6.07,6.09,3.9
0.9,Good,E,63.4,62,3139,6,6.02,3.81
0.9,Very Good,E,59.5,61,3139,6.24,6.3,3.73
1,Premium,G,59.1,59,3142,6.55,6.48,0
1,Fair,G,64.6,67,3142,6.25,6.19,4.02
1.02,Ideal,H,58.8,57,3142,6.61,6.55,3.87
1,Premium,G,61.5,56,3142,6.49,6.44,3.97
1,Fair,G,68.3,54,3142,6.21,6.12,4.2
0.83,Ideal,E,61,57,3143,6.06,6.13,3.72
0.84,Very Good,D,63.6,57,3145,5.95,6,3.8
1.06,Ideal,I,62.8,55,3146,6.51,6.46,4.07
1,Fair,F,65.5,56,3146,6.3,6.19,4.09
0.91,Good,G,62.5,60,3149,6.05,6.08,3.79
1.03,Good,J,64.1,62,3149,6.37,6.33,4.07
1.03,Fair,J,64.6,62,3149,6.3,6.21,4.06
1.03,Premium,J,62.2,59,3149,6.42,6.4,3.99
0.94,Very Good,F,62.3,59,3150,6.23,6.32,3.91
0.88,Very Good,E,59.1,58,3150,6.22,6.3,3.7
0.9,Good,D,63.9,60,3153,6.07,6.11,3.89
0.92,Good,E,62,64,3153,6.2,6.16,3.83
0.8,Ideal,D,61.9,54,3154,6,5.95,3.7
1.22,Premium,J,62.6,59,3156,6.79,4.24,3.76
0.82,Premium,D,61.7,56,3159,6.01,5.99,3.7
0.9,Very Good,H,62.8,57,3160,6.15,6.2,3.88
0.9,Good,H,63.4,60,3160,6.03,6.08,3.84
0.9,Very Good,H,62.9,57,3160,6.09,6.16,3.85
0.9,Good,H,62.4,61,3160,6.03,6.11,3.79
0.9,Very Good,H,59.5,63,3160,6.26,6.31,3.74
0.9,Very Good,H,61.1,63,3160,6.12,6.19,3.76
0.9,Very Good,H,59.2,61,3160,6.23,6.27,3.7
0.81,Ideal,D,61.9,54,3160,5.96,5.99,3.7
0.9,Good,G,63.3,59,3162,6.07,6.12,3.86
0.9,Very Good,H,63,55,3162,6.1,6.16,3.86
1,Fair,H,63.7,54,3164,6.42,6.27,4.06
1.01,Fair,H,64.5,54,3167,6.26,6.15,4
0.91,Very Good,J,62.4,61,3169,6.13,6.2,3.85
1.09,Fair,F,66.3,56,3170,6.47,6.39,4.27
1.03,Ideal,H,62.4,57,3172,6.43,6.36,4
0.93,Fair,G,66.1,58.1,3172,6,6.04,3.98
1.01,Premium,G,60.1,58,3173,6.54,6.39,3.89
0.8,Ideal,D,61.5,58,3173,5.97,6,3.68
1.01,Fair,G,68.5,63,3173,6.08,6,4.14
0.92,Premium,H,60.4,59,3174,6.36,6.33,3.83
0.9,Premium,G,61.9,61,3175,6.13,6.06,3.77
0.32,Ideal,F,61.7,56,561,4.41,4.44,2.73
0.4,Good,H,63.8,57,561,4.67,4.7,2.99
0.72,Ideal,D,60.5,57,3176,5.82,5.89,3.54
0.91,Very Good,J,62,56,3181,6.18,6.23,3.85
0.95,Premium,G,62.6,58,3181,6.22,6.18,3.88
0.95,Premium,G,59.8,60,3181,6.36,6.34,3.8
0.9,Fair,E,57.5,68,3187,6.37,6.33,3.65
0.9,Very Good,E,63.4,56,3187,6.15,5.99,3.85
1.03,Good,J,56.2,62,3188,6.69,6.73,3.77
0.91,Very Good,G,60.3,59,3189,6.23,6.28,3.77
0.85,Ideal,E,62.8,57,3189,6.06,6.01,3.79
1,Good,H,62,64,3192,6.43,6.29,3.94
1,Fair,H,64.4,57,3192,6.35,6.29,4.07
0.9,Good,H,63.6,60,3193,6.11,6.06,3.87
0.91,Ideal,F,61.7,55,3196,6.27,6.2,3.85
1,Fair,J,56.3,64,3199,6.58,6.54,3.69
0.9,Ideal,E,62.6,56,3200,6.15,6.06,3.82
1.02,Ideal,G,62.3,56,3204,6.39,6.35,3.97
1.04,Good,J,63.8,56,3204,6.36,6.32,4.05
0.9,Premium,D,62.7,59,3205,6.2,6.14,3.87
0.9,Fair,D,65.9,59,3205,6,5.95,3.94
0.9,Fair,D,66,58,3205,6,5.97,3.95
0.9,Fair,D,64.7,54,3205,6.1,6.04,3.93
0.9,Fair,D,65.7,60,3205,5.98,5.93,3.91
0.9,Fair,D,64.7,59,3205,6.09,5.99,3.91
0.9,Premium,D,59,61,3205,6.32,6.28,3.72
0.83,Ideal,D,62.1,56,3207,6,6.04,3.74
0.9,Very Good,H,61.5,59,3208,6.15,6.2,3.8
0.8,Ideal,D,61.9,54,3210,5.95,6,3.7
0.9,Premium,F,62.6,62,3210,6.06,6.01,3.78
0.9,Good,F,64.3,57,3210,6.16,6.06,3.93
0.9,Premium,F,61.9,62,3210,6.12,6.07,3.77
0.91,Fair,F,64.9,56,3210,6.08,6.05,3.94
0.95,Good,D,56.5,61,3214,6.53,6.5,3.68
0.96,Premium,G,62.7,60,3215,6.29,6.11,3.89
1.1,Premium,J,60,58,3216,6.77,6.66,4.03
1.1,Ideal,I,61.7,56,3216,6.65,6.6,4.09
1,Very Good,I,62.4,63,3217,6.35,6.44,3.99
0.9,Very Good,F,62.8,54,3217,6.05,6.15,3.83
0.9,Good,E,62,63,3218,6.09,6.14,3.79
1.15,Premium,H,60.4,58,3220,6.8,6.75,4.09
0.9,Premium,G,61.3,55,3226,6.18,6.12,3.77
0.96,Premium,I,62.7,58,3229,6.24,6.2,3.9
1,Good,J,62.7,58,3234,6.28,6.32,3.95
1.05,Ideal,H,60.6,57,3234,6.59,6.55,3.98
0.95,Premium,I,62.5,58,3237,6.3,6.24,3.92
0.91,Very Good,G,62,59,3238,6.19,6.22,3.85
0.9,Very Good,E,63.2,61,3239,6.06,5.99,3.81
