carat,cut,color,depth,table,price,x,y,z
0.71,Premium,F,62.1,58,2777,5.67,5.7,3.53
0.71,Very Good,F,62.8,57,2777,5.64,5.69,3.56
0.71,Good,F,63.8,58,2777,5.61,5.64,3.59
0.71,Good,F,57.8,60,2777,5.87,5.9,3.4
0.7,Ideal,E,62.1,55,2777,5.7,5.67,3.53
0.7,Premium,E,61.1,60,2777,5.71,5.64,3.47
0.7,Good,E,64.1,59,2777,5.64,5.59,3.6
0.73,Very Good,H,60.8,56,2779,5.82,5.84,3.55
0.7,Very Good,F,63.6,57,2780,5.61,5.65,3.58
0.77,Premium,G,61.2,58,2780,5.9,5.93,3.62
0.71,Ideal,F,62.1,54,2780,5.68,5.72,3.54
0.76,Ideal,G,61.3,56,2782,5.9,5.94,3.63
0.72,Very Good,F,63,54,2784,5.69,5.73,3.6
0.72,Very Good,F,63.6,58,2787,5.66,5.69,3.61
0.71,Good,D,63.3,56,2788,5.64,5.68,3.58
0.7,Very Good,E,62.9,57,2793,5.66,5.69,3.57
0.7,Good,E,64.1,55,2793,5.6,5.66,3.61
0.76,Ideal,I,61.3,56,2793,5.87,5.91,3.61
0.73,Ideal,H,62.7,55,2793,5.72,5.76,3.6
0.71,Very Good,E,60.7,56,2795,5.81,5.82,3.53
0.81,Premium,H,58,59,2795,6.17,6.13,3.57
0.72,Premium,G,62.9,57,2795,5.73,5.65,3.58
0.72,Ideal,G,61.9,58,2797,5.72,5.75,3.55
0.8,Very Good,H,63.4,60,2797,5.92,5.82,3.72
0.73,Ideal,F,62.5,55,2801,5.8,5.76,3.61
0.73,Premium,F,62.7,58,2801,5.76,5.7,3.59
0.71,Premium,F,62.1,58,2801,5.7,5.67,3.53
0.71,Good,F,57.8,60,2801,5.9,5.87,3.4
0.71,Good,F,63.8,58,2801,5.64,5.61,3.59
0.71,Premium,F,62.8,57,2801,5.69,5.64,3.56
0.72,Premium,E,63,55,2802,5.79,5.61,3.59
0.7,Very Good,F,62.9,58,2803,5.63,5.65,3.55
0.71,Ideal,G,61.3,56,2803,5.75,5.71,3.51
0.71,Premium,F,62.6,58,2803,5.7,5.67,3.56
0.71,Premium,F,58,62,2803,5.85,5.81,3.38
0.77,Premium,G,61.3,57,2803,5.93,5.88,3.62
0.71,Premium,G,59.9,60,2803,5.81,5.77,3.47
0.78,Premium,G,60.8,58,2803,6.03,5.95,3.64
0.71,Very Good,E,63.8,58,2804,5.62,5.66,3.6
0.71,Very Good,E,64,57,2804,5.66,5.68,3.63
0.82,Ideal,H,61.5,56,2804,6.01,6.08,3.72
0.74,Premium,F,61.7,58,2805,5.85,5.78,3.59
0.74,Premium,F,61.9,56,2805,5.8,5.77,3.58
0.73,Premium,F,62.5,57,2805,5.75,5.7,3.58
0.72,Ideal,G,62.8,56,2805,5.74,5.7,3.59
0.74,Fair,F,61.1,68,2805,5.82,5.75,3.53
0.82,Good,G,64,57,2805,5.92,5.89,3.78
0.8,Very Good,H,62.8,57,2808,5.87,5.91,3.7
0.75,Very Good,G,63.4,56,2808,5.78,5.74,3.65
1,Fair,J,65.7,59,2811,6.14,6.07,4.01
0.7,Very Good,F,59.5,58,2812,5.75,5.85,3.45
0.7,Very Good,F,61.7,58,2812,5.63,5.69,3.49
0.34,Ideal,H,61.5,56,555,4.47,4.5,2.76
0.34,Ideal,H,60.4,57,555,4.54,4.57,2.75
0.32,Very Good,F,61.4,58,556,4.37,4.42,2.7
0.36,Ideal,I,61.9,56,556,4.54,4.57,2.82
0.3,Ideal,G,62,56,556,4.28,4.3,2.66
0.7,Very Good,F,62.3,58,2812,5.64,5.72,3.54
0.7,Very Good,F,60.9,61,2812,5.66,5.71,3.46
0.73,Premium,E,58.6,60,2812,5.92,5.89,3.46
0.91,Good,I,64.3,58,2813,6.09,6.05,3.9
0.9,Fair,J,65,56,2815,6.08,6.04,3.94
0.72,Premium,E,58.3,58,2815,5.99,5.92,3.47
0.71,Ideal,E,62.7,57,2817,5.66,5.64,3.54
0.71,Premium,E,62.3,58,2817,5.69,5.65,3.53
0.9,Ideal,J,62.8,55,2817,6.2,6.16,3.88
0.7,Premium,E,62.4,61,2818,5.66,5.63,3.52
0.7,Premium,E,59.3,60,2818,5.78,5.73,3.41
0.7,Premium,E,63,60,2818,5.64,5.6,3.54
0.7,Premium,F,61.8,60,2818,5.69,5.64,3.5
0.73,Premium,E,61.6,59,2821,5.77,5.73,3.54
0.72,Premium,E,60.3,59,2822,5.84,5.8,3.51
0.72,Premium,E,60.9,60,2822,5.8,5.76,3.52
0.72,Premium,E,62.4,59,2822,5.77,5.7,3.58
0.7,Premium,E,60.2,60,2822,5.73,5.7,3.44
0.9,Good,J,64,61,2822,6.04,6.03,3.86
0.7,Premium,E,61.5,59,2822,5.73,5.68,3.51
0.7,Premium,E,62.6,56,2822,5.71,5.66,3.56
0.7,Premium,E,60.7,62,2822,5.72,5.68,3.46
0.7,Premium,F,60.6,58,2822,5.8,5.72,3.49
0.71,Premium,E,62.3,58,2823,5.71,5.66,3.54
0.71,Premium,D,61.2,59,2824,5.74,5.69,3.5
0.7,Very Good,D,63.3,56,2826,5.6,5.58,3.54
0.72,Good,D,64,54,2827,5.68,5.7,3.64
0.71,Very Good,E,62.7,59,2830,5.65,5.7,3.56
0.8,Ideal,I,62.1,54.4,2830,5.94,5.99,3.7
0.72,Very Good,F,62.5,58,2832,5.71,5.75,3.58
0.8,Very Good,I,62,58,2833,5.86,5.95,3.66
0.7,Very Good,D,59.6,61,2833,5.77,5.8,3.45
0.7,Ideal,D,61,57,2833,5.74,5.76,3.51
0.8,Ideal,G,62.2,56,2834,5.94,5.87,3.67
0.8,Ideal,H,62.8,57,2834,5.91,5.87,3.7
0.78,Ideal,I,61.8,55,2834,5.92,5.95,3.67
0.7,Ideal,E,61.5,54,2835,5.7,5.75,3.52
0.72,Ideal,E,62.8,57,2835,5.71,5.73,3.59
0.75,Premium,F,59.6,59,2835,6.04,5.94,3.57
0.71,Good,E,62.8,60,2836,5.6,5.65,3.53
0.7,Premium,F,62.3,58,2838,5.72,5.64,3.54
0.7,Premium,F,61.7,58,2838,5.69,5.63,3.49
0.7,Premium,F,59.4,61,2838,5.83,5.79,3.45
0.7,Premium,F,60.9,61,2838,5.71,5.66,3.46
0.7,Premium,F,59.5,58,2838,5.85,5.75,3.45
0.73,Ideal,G,61.8,54,2839,5.8,5.82,3.59
0.7,Ideal,E,62.1,54,2839,5.69,5.72,3.54
0.79,Premium,G,59.3,62,2839,6.09,6.01,3.59
0.71,Premium,F,59.3,56,2840,5.88,5.82,3.47
0.73,Premium,F,60.3,59,2841,5.9,5.87,3.55
0.73,Premium,F,59.9,59,2841,5.87,5.77,3.5
0.7,Premium,F,58.7,61,2842,5.8,5.72,3.38
0.7,Very Good,E,60.2,62,2843,5.71,5.75,3.45
0.7,Very Good,E,62.7,58,2843,5.65,5.67,3.55
0.71,Very Good,E,59.4,58,2843,5.76,5.82,3.44
0.72,Ideal,E,62,57,2843,5.71,5.74,3.55
0.79,Ideal,H,62.5,57,2844,5.91,5.93,3.7
0.7,Very Good,E,61.8,59,2845,5.65,5.68,3.5
0.7,Very Good,E,58.9,60,2845,5.83,5.85,3.44
0.8,Good,H,63.4,60,2845,5.92,5.82,3.72
0.7,Good,F,59.1,61,2846,5.76,5.84,3.43
0.77,Premium,G,61.3,60,2846,5.91,5.81,3.59
0.7,Very Good,E,61,60,2850,5.74,5.77,3.51
0.7,Ideal,F,60.8,59,2850,5.69,5.79,3.49
0.71,Premium,F,62.6,58,2853,5.67,5.7,3.56
0.73,Premium,E,62,57,2854,5.86,5.76,3.6
0.91,Fair,J,64.4,62,2854,6.06,6.03,3.89
0.91,Fair,J,65.4,60,2854,6.04,6,3.94
0.91,Good,J,64.2,58,2854,6.12,6.09,3.92
0.73,Very Good,F,62.5,57,2855,5.7,5.75,3.58
0.74,Premium,D,62.4,57,2855,5.8,5.74,3.6
0.34,Good,G,57.5,61,556,4.6,4.66,2.66
0.34,Very Good,G,59.6,62,556,4.54,4.56,2.71
0.32,Good,E,64.1,54,556,4.34,4.37,2.79
0.31,Ideal,G,62.2,53.6,557,4.32,4.35,2.7
0.9,Premium,I,61.9,59,2857,6.2,6.14,3.82
0.71,Premium,E,61,60,2858,5.76,5.69,3.49
0.7,Premium,E,61.4,59,2858,5.73,5.7,3.51
0.71,Premium,E,61.5,60,2858,5.76,5.68,3.52
0.71,Very Good,E,63.5,59,2858,5.68,5.59,3.58
0.71,Premium,D,60.4,62,2858,5.74,5.72,3.46
0.71,Fair,D,56.9,65,2858,5.89,5.84,3.34
0.7,Ideal,D,61,57,2859,5.76,5.74,3.51
0.7,Premium,D,62.4,56,2859,5.72,5.66,3.55
0.7,Premium,D,59.6,61,2859,5.8,5.77,3.45
0.71,Very Good,F,61.3,61,2860,5.68,5.73,3.5
0.7,Ideal,H,61.1,57,2862,5.71,5.74,3.5
0.7,Very Good,E,58.7,63,2862,5.73,5.69,3.35
0.7,Premium,E,59.5,59,2862,5.82,5.77,3.45
0.73,Premium,E,62.5,61,2862,5.78,5.64,3.59
0.91,Good,I,64.3,58,2863,6.05,6.09,3.9
0.9,Premium,J,59.8,62,2863,6.24,6.21,3.72
0.72,Ideal,F,59.5,57,2863,5.91,5.86,3.5
0.71,Ideal,E,61,55,2863,5.79,5.75,3.52
0.83,Very Good,I,61.6,58,2865,6.05,6.07,3.73
0.7,Ideal,D,62.4,57,2867,5.68,5.61,3.52
0.8,Premium,H,61.2,53,2867,6.05,5.98,3.68
0.82,Ideal,H,59.5,57,2870,6.12,6.09,3.63
0.72,Very Good,E,58.3,57,2872,5.89,5.94,3.45
0.76,Very Good,F,62,58,2873,5.8,5.86,3.62
0.78,Premium,F,62.6,58,2874,5.91,5.82,3.67
0.71,Premium,D,61.2,59,2874,5.69,5.74,3.5
0.79,Premium,E,60.6,53,2876,6.04,5.98,3.64
0.74,Ideal,G,62.3,55,2877,5.8,5.83,3.62
0.71,Ideal,I,61.5,55,2878,5.76,5.78,3.55
0.71,Very Good,E,60,59,2881,5.84,5.83,3.5
0.73,Premium,F,59.9,58,2882,5.87,5.84,3.51
0.73,Premium,F,58.7,57,2882,5.97,5.92,3.49
0.7,Very Good,E,63.5,54,2889,5.62,5.66,3.58
0.77,Premium,F,61.8,56,2889,5.94,5.9,3.66
0.71,Very Good,E,61.2,58,2891,5.71,5.79,3.52
0.71,Ideal,F,61.2,56,2891,5.73,5.77,3.52
0.71,Ideal,E,61.6,56,2891,5.74,5.76,3.54
0.71,Ideal,E,62.7,56,2891,5.71,5.75,3.59
0.71,Good,D,62.3,61,2891,5.7,5.73,3.56
0.75,Ideal,F,62.5,57,2893,5.78,5.83,3.63
0.71,Very Good,G,60.9,56,2895,5.75,5.78,3.51
0.77,Very Good,G,61.3,60,2896,5.81,5.91,3.59
0.77,Very Good,G,58.3,63,2896,6,6.05,3.51
0.74,Premium,D,61.8,58,2897,5.81,5.77,3.58
0.74,Ideal,E,61.9,57,2901,5.81,5.78,3.59
0.73,Premium,E,62,60,2902,5.76,5.73,3.56
0.73,Ideal,E,61.4,55,2902,5.82,5.8,3.57
0.71,Fair,E,64.6,59,2902,5.62,5.59,3.62
0.71,Premium,E,59.6,60,2902,5.85,5.8,3.47
0.72,Premium,E,61.1,59,2903,5.8,5.75,3.53
0.71,Very Good,G,62.1,58,2905,5.65,5.71,3.53
0.74,Very Good,D,62.4,57,2906,5.74,5.8,3.6
0.7,Ideal,F,62.3,53,2907,5.69,5.73,3.56
0.31,Premium,I,60.8,58,558,4.37,4.34,2.65
0.31,Premium,I,59.8,60,558,4.42,4.38,2.63
0.31,Very Good,I,63.2,55,558,4.4,4.3,2.75
0.31,Premium,I,62.3,57,558,4.35,4.32,2.7
0.31,Premium,I,60.8,60,558,4.42,4.37,2.67
0.31,Ideal,I,59.9,57,558,4.4,4.38,2.63
0.31,Premium,I,59.9,60,558,4.44,4.41,2.65
0.31,Premium,I,61.1,58,558,4.38,4.36,2.67
0.31,Premium,I,60.7,61,558,4.34,4.32,2.63
0.31,Very Good,I,63.1,54,558,4.34,4.31,2.73
0.31,Premium,I,62.3,60,558,4.32,4.31,2.69
0.7,Premium,D,61,60,2909,5.75,5.7,3.49
0.7,Premium,D,60.9,57,2909,5.71,5.69,3.47
0.71,Ideal,G,60.6,56,2911,5.76,5.8,3.5
0.77,Good,F,60.3,61,2911,5.89,5.96,3.57
0.73,Good,E,64.2,54,2912,5.68,5.72,3.66
0.7,Good,E,58.7,63,2912,5.69,5.73,3.35
0.73,Good,E,63.2,56,2912,5.75,5.76,3.64
0.7,Very Good,D,60.7,60,2913,5.72,5.74,3.48
0.83,Very Good,I,62,55,2915,6.03,6.06,3.74
0.71,Ideal,F,62.2,56,2915,5.74,5.71,3.56
0.7,Ideal,E,62.5,58,2917,5.63,5.67,3.53
0.71,Ideal,F,61.2,56,2917,5.77,5.73,3.52
0.71,Very Good,F,59.5,58,2918,5.82,5.87,3.48
0.8,Very Good,H,61.2,53,2918,5.98,6.05,3.68
0.72,Ideal,I,61.8,55,2918,5.75,5.79,3.56
0.71,Very Good,E,59.9,59,2921,5.77,5.81,3.47
0.71,Very Good,E,60.7,60,2921,5.75,5.78,3.5
0.9,Fair,I,64.1,66,2921,6.04,5.98,3.85
0.71,Very Good,E,63.7,58,2922,5.6,5.64,3.58
0.71,Very Good,E,63.3,59,2922,5.62,5.66,3.57
0.72,Very Good,E,63,57,2923,5.69,5.73,3.6
0.72,Very Good,E,63.2,58,2923,5.67,5.72,3.6
0.9,Premium,I,58.7,60,2923,6.35,6.28,3.7
0.7,Very Good,F,61.3,54,2928,5.72,5.76,3.52
0.7,Very Good,D,60.8,59,2928,5.67,5.71,3.46
0.8,Very Good,G,61.1,57,2929,6.01,6.07,3.69
0.7,Ideal,G,61.8,57,2929,5.68,5.71,3.52
0.71,Very Good,E,61.3,60,2930,5.74,5.71,3.51
0.71,Ideal,F,62.3,57,2930,5.69,5.74,3.56
0.72,Very Good,F,63.3,57,2931,5.69,5.72,3.61
0.72,Ideal,F,61.8,59,2931,5.71,5.74,3.54
0.73,Premium,F,59.9,58,2933,5.84,5.87,3.51
0.75,Ideal,F,62.3,57,2933,5.81,5.87,3.64
0.74,Ideal,F,60.5,59,2936,5.81,5.86,3.53
0.73,Very Good,F,62.7,58,2939,5.73,5.75,3.6
0.73,Ideal,F,62.7,58,2939,5.72,5.77,3.6
0.75,Ideal,G,60.6,55,2939,5.93,5.91,3.59
0.81,Ideal,I,61.8,56,2939,6.02,5.99,3.71
0.82,Premium,H,62.6,59,2939,5.99,5.93,3.73
0.75,Fair,E,56,67,2940,6.18,6.08,3.43
0.75,Ideal,E,61.6,57,2940,5.84,5.81,3.59
0.7,Ideal,E,61.5,56,2940,5.73,5.68,3.51
0.7,Ideal,F,60.8,56,2942,5.78,5.79,3.52
0.72,Ideal,F,62,56,2943,5.77,5.75,3.57
0.79,Very Good,H,61.5,55,2945,5.89,5.94,3.64
0.73,Premium,D,60.9,59,2947,5.82,5.77,3.53
0.82,Good,H,62.4,54,2947,5.97,6.04,3.75
0.72,Very Good,E,63,56,2949,5.66,5.73,3.59
0.71,Premium,D,62.1,60,2950,5.72,5.68,3.54
0.7,Very Good,E,62.4,58,2952,5.66,5.68,3.54
0.7,Very Good,E,63.4,59,2952,5.63,5.67,3.58
0.7,Very Good,E,61.8,59,2952,5.63,5.67,3.49
0.72,Ideal,G,61.5,55,2952,5.76,5.79,3.55
0.72,Ideal,G,61.4,55,2952,5.76,5.8,3.55
0.7,Ideal,E,61.9,58,2952,5.7,5.73,3.54
0.7,Ideal,E,62.6,57,2952,5.63,5.68,3.54
0.7,Ideal,E,62.1,55,2952,5.71,5.75,3.56
0.8,Very Good,H,59.1,59,2953,6.02,6.07,3.57
0.79,Premium,F,63,59,2953,5.84,5.8,3.66
0.71,Very Good,E,59.6,60,2954,5.8,5.85,3.47
0.72,Premium,E,61.1,59,2954,5.75,5.8,3.53
0.76,Ideal,G,61.7,54,2954,5.88,5.92,3.64
0.7,Very Good,F,62.4,57,2956,5.67,5.71,3.55
0.7,Ideal,F,60.8,57,2956,5.75,5.77,3.5
0.72,Ideal,F,62.6,56,2956,5.75,5.72,3.59
0.72,Ideal,F,62.2,56,2956,5.75,5.73,3.57
0.79,Premium,G,62.3,58,2959,5.92,5.89,3.68
0.7,Very Good,D,63,56,2960,5.61,5.69,3.56
0.7,Good,D,63.4,57,2960,5.6,5.67,3.57
0.7,Ideal,D,61.3,57,2960,5.72,5.76,3.52
0.76,Ideal,F,62.6,56,2960,5.82,5.78,3.63
0.72,Ideal,G,61.3,56,2960,5.77,5.81,3.55
0.72,Ideal,E,62,56,2962,5.73,5.76,3.56
0.71,Very Good,E,62.9,57,2964,5.68,5.7,3.58
0.73,Very Good,G,62.1,59,2966,5.68,5.73,3.54
0.79,Ideal,H,62,56,2967,5.91,5.93,3.67
0.31,Very Good,G,62.6,56,559,4.33,4.37,2.72
0.31,Very Good,G,61.4,55,559,4.38,4.41,2.69
0.31,Very Good,G,60.9,57,559,4.37,4.39,2.67
0.32,Ideal,G,61.6,54,560,4.4,4.43,2.72
0.71,Premium,D,58.7,61,2968,5.88,5.85,3.44
0.8,Ideal,G,61.2,57,2969,6.02,6.07,3.7
0.78,Premium,E,62.6,57,2970,5.91,5.85,3.68
0.78,Ideal,H,61.6,56,2970,5.94,5.91,3.64
0.71,Ideal,G,59.5,57,2974,5.81,5.8,3.46
0.83,Ideal,H,61.3,54,2975,6.1,6.06,3.73
0.76,Premium,D,60.9,58,2977,5.9,5.85,3.58
0.7,Ideal,E,61.7,56,2979,5.74,5.71,3.53
0.7,Ideal,E,61.5,57,2980,5.67,5.78,3.52
0.7,Ideal,E,62.2,55,2981,5.67,5.71,3.54
0.71,Ideal,E,59.5,57,2982,5.86,5.83,3.48
0.71,Premium,E,62.6,58,2982,5.72,5.68,3.57
0.74,Ideal,E,62.7,54,2984,5.8,5.77,3.63
0.9,Very Good,J,63.1,57,2984,6.12,6.06,3.84
0.7,Very Good,D,63.1,56,2985,5.62,5.69,3.57
0.72,Ideal,F,62.1,54,2989,5.76,5.8,3.59
0.76,Very Good,G,62.1,54,2990,5.88,5.94,3.67
0.72,Very Good,E,62.9,57,2990,5.68,5.73,3.59
0.75,Ideal,G,60.6,55,2991,5.91,5.93,3.59
0.7,Ideal,D,60.3,60,2991,5.71,5.76,3.46
0.7,Very Good,E,62.8,56,2992,5.66,5.68,3.56
0.71,Very Good,F,59.6,56,2994,5.84,5.88,3.49
0.81,Very Good,G,63.1,58,2994,5.88,5.84,3.7
0.81,Premium,G,62,58,2994,5.95,5.92,3.68
0.74,Ideal,I,61.9,55,2997,5.8,5.83,3.6
0.7,Ideal,D,62.8,57,2998,5.69,5.75,3.59
0.7,Very Good,D,59.7,59,2999,5.82,5.78,3.46
0.93,Good,J,63.6,61,3000,6.16,6.08,3.89
0.71,Premium,D,62.1,60,3002,5.68,5.72,3.54
0.8,Premium,G,60.6,59,3002,6.02,5.97,3.63
0.7,Ideal,F,61.3,57,3008,5.7,5.76,3.51
0.7,Ideal,F,61.9,55,3011,5.7,5.74,3.54
0.7,Ideal,F,61.8,57,3011,5.67,5.75,3.53
0.7,Ideal,F,62.7,55,3011,5.66,5.69,3.56
0.7,Ideal,F,61.4,58,3011,5.7,5.73,3.51
0.78,Very Good,G,61.3,60,3012,5.89,5.96,3.63
0.72,Ideal,G,61.7,56,3012,5.74,5.78,3.55
0.75,Premium,F,61.6,58,3013,5.84,5.89,3.61
0.72,Very Good,D,62.1,59,3016,5.7,5.73,3.55
0.76,Ideal,H,61.9,55,3016,5.85,5.88,3.64
0.72,Ideal,H,61.2,57,3018,5.79,5.77,3.54
0.77,Premium,F,62.4,59,3018,5.85,5.81,3.64
0.71,Ideal,D,60.4,53,3020,5.81,5.85,3.52
0.75,Premium,E,62.1,57,3024,5.9,5.79,3.63
0.9,Very Good,J,63.1,59,3024,6.09,6.05,3.83
0.9,Good,J,63.9,58,3024,6.15,6.08,3.91
0.72,Premium,E,60.4,61,3024,5.79,5.76,3.49
0.72,Premium,E,62.5,59,3024,5.73,5.7,3.57
0.7,Very Good,G,61.8,55,3026,5.69,5.74,3.53
0.71,Ideal,E,62.3,56,3026,5.7,5.73,3.56
0.83,Ideal,H,61.3,54,3027,6.06,6.1,3.73
0.8,Ideal,H,62.1,54,3030,5.96,5.99,3.71
0.71,Very Good,D,63,57,3033,5.67,5.7,3.58
0.7,Good,D,64.1,59,3033,5.56,5.49,3.54
0.7,Very Good,D,63.2,60,3033,5.61,5.56,3.53
0.7,Good,D,63.9,58,3033,5.62,5.58,3.58
0.92,Fair,I,64.4,58,3033,6.13,6.1,3.94
0.72,Very Good,E,63.8,57,3035,5.66,5.69,3.62
0.71,Ideal,E,59.5,57,3035,5.83,5.86,3.48
0.74,Ideal,E,62.6,56,3036,5.73,5.81,3.61
0.32,Premium,G,60.5,58,561,4.41,4.42,2.67
0.32,Premium,G,62.5,60,561,4.32,4.38,2.72
0.32,Ideal,G,61.4,56,561,4.37,4.39,2.69
0.32,Premium,G,59.8,59,561,4.48,4.52,2.69
0.32,Very Good,G,60.2,57,561,4.42,4.45,2.67
0.32,Good,G,63.3,54,561,4.36,4.39,2.77
0.32,Ideal,G,61.4,55,561,4.4,4.46,2.72
0.32,Ideal,G,59.8,57,561,4.43,4.46,2.66
0.32,Ideal,G,61.7,57,561,4.38,4.4,2.71
0.32,Premium,G,61.9,58,561,4.36,4.43,2.72
0.32,Good,G,63.1,57,561,4.3,4.35,2.73
0.32,Ideal,G,61.8,57,561,4.37,4.4,2.71
0.32,Ideal,G,61.8,55,561,4.41,4.42,2.73
0.32,Premium,G,61.7,60,561,4.32,4.4,2.69
0.32,Very Good,G,62.6,58,561,4.37,4.39,2.74
0.32,Premium,G,62.3,58,561,4.36,4.41,2.73
0.32,Ideal,G,61.6,57,561,4.39,4.41,2.71
0.76,Ideal,H,61.4,57,3038,5.85,5.88,3.6
0.7,Ideal,H,61.5,56,3038,5.71,5.73,3.52
0.71,Very Good,D,62.8,56,3045,5.67,5.7,3.57
0.72,Premium,D,60.2,60,3045,5.76,5.81,3.48
0.7,Very Good,D,62.5,55,3052,5.65,5.71,3.55
0.77,Ideal,F,61.2,57,3052,5.93,5.97,3.64
0.7,Very Good,D,62.6,58,3053,5.67,5.7,3.56
0.71,Very Good,E,59.9,59,3053,5.79,5.83,3.48
0.71,Ideal,E,60.9,56,3053,5.77,5.83,3.53
0.91,Premium,J,61.6,58,3058,6.28,6.23,3.85
0.71,Premium,E,62.2,59,3062,5.71,5.61,3.52
0.71,Premium,E,62,61,3062,5.71,5.65,3.52
0.76,Premium,E,61.7,62,3064,5.85,5.82,3.6
0.7,Ideal,F,61.4,56,3064,5.72,5.75,3.52
0.7,Ideal,F,61.6,55,3064,5.72,5.75,3.53
0.72,Very Good,E,63,58,3065,5.69,5.73,3.6
0.73,Very Good,E,63.1,55,3066,5.77,5.71,3.62
0.7,Ideal,E,62.6,56,3068,5.65,5.69,3.55
0.85,Very Good,I,60,57,3070,6.1,6.16,3.68
0.75,Ideal,G,61.6,55,3073,5.86,5.89,3.62
0.71,Ideal,E,62.2,57,3073,5.69,5.73,3.55
0.7,Good,D,58,65,3073,5.81,5.73,3.39
0.78,Very Good,G,61.7,58,3074,5.87,5.92,3.64
0.72,Very Good,D,61.8,58,3075,5.73,5.76,3.55
0.72,Very Good,D,62.6,59,3075,5.69,5.72,3.57
0.76,Ideal,I,61.7,56,3075,5.87,5.9,3.63
0.73,Ideal,E,62.7,56,3077,5.75,5.8,3.62
0.71,Fair,D,64.7,58,3077,5.61,5.58,3.62
0.71,Premium,D,60.3,62,3077,5.76,5.69,3.45
0.72,Premium,E,62.5,59,3078,5.7,5.73,3.57
0.76,Ideal,E,61.3,56,3079,5.79,5.83,3.56
0.71,Ideal,H,61.8,55,3080,5.75,5.78,3.56
0.71,Ideal,H,61.8,55,3080,5.73,5.75,3.55
0.75,Ideal,F,62.1,57,3081,5.8,5.82,3.61
0.7,Good,D,57.7,60,3082,5.83,5.86,3.37
0.86,Premium,H,61.3,59,3082,6.17,6.1,3.76
0.71,Very Good,D,61.8,55,3084,5.72,5.74,3.54
0.75,Good,E,62.6,58,3084,5.73,5.78,3.6
0.81,Ideal,H,61.6,56,3084,6.03,5.98,3.7
0.81,Premium,G,61.2,60,3084,6,5.99,3.67
0.7,Good,D,63.9,58,3087,5.58,5.62,3.58
0.7,Good,D,63.2,60,3087,5.56,5.61,3.53
0.7,Good,D,64.1,59,3087,5.49,5.56,3.54
0.74,Ideal,D,61.9,56,3087,5.84,5.79,3.6
0.79,Premium,F,60.7,60,3089,5.95,5.97,3.62
0.72,Ideal,E,60.8,57,3091,5.79,5.82,3.53
0.92,Premium,J,60.9,62,3091,6.31,6.26,3.83
0.7,Very Good,D,60.7,58,3092,5.7,5.73,3.47
0.7,Ideal,D,61.6,58,3092,5.66,5.7,3.5
0.7,Ideal,D,62.3,55,3092,5.67,5.7,3.54
0.7,Ideal,E,62,57,3093,5.68,5.71,3.53
0.71,Very Good,D,63.1,59,3096,5.64,5.67,3.57
