"ESV","pctMatch","Identifier","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ESV_000006",80.9,"CM017892","Eukaryota","unk_phylum","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Cafeteria roenbergensis"
"ESV_000006",80,"CM017891","Eukaryota","unk_phylum","Bigyra","Bicosoecida","Cafeteriaceae","Cafeteria","Cafeteria roenbergensis"
"ESV_000007",100,"NC_041303","Eukaryota","Chordata","Mammalia","Artiodactyla","Physeteridae","Kogia","Kogia sima"
"ESV_000007",100,"MF409246","Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Megaptera","Megaptera novaeangliae"
"ESV_000007",100,"MF409245","Eukaryota","Chordata","Mammalia","Artiodactyla","Eschrichtiidae","Eschrichtius","Eschrichtius robustus"
"ESV_000008",100,"MW856913","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma olmstedi"
"ESV_000008",100,"MW856906","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma variatum"
"ESV_000008",100,"MW856893","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma nigrum"
"ESV_000008",100,"MW856892","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Percina","Percina caprodes"
"ESV_000008",100,"MW856874","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma osburni"
"ESV_000008",100,"MW856871","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma caeruleum"
"ESV_000008",100,"MW856870","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Percina","Percina roanoka"
"ESV_000008",100,"MW856865","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma blennioides"
"ESV_000008",100,"MW856864","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma zonale"
"ESV_000008",100,"MW856851","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Percina","Percina macrocephala"
"ESV_000008",100,"MW856850","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Percina","Percina copelandi"
"ESV_000008",100,"MW856848","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Percina","Percina evides"
"ESV_000008",100,"MW856847","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma tippecanoe"
"ESV_000008",100,"MW856843","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma camurum"
"ESV_000008",100,"MW856837","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Percina","Percina bimaculata"
"ESV_000008",100,"MW446240","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon salinus"
"ESV_000008",100,"NC_007439","Eukaryota","Chordata","Actinopteri","unk_order","Centropomidae","Lates","Lates calcarifer"
"ESV_000008",100,"NC_002386","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys olivaceus"
"ESV_000008",100,"MF621726","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis gibbosus"
"ESV_000008",100,"MF621719","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Pomoxis","Pomoxis nigromaculatus"
"ESV_000008",100,"MK541900","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Taenioides","Taenioides sp. XM-2018"
"ESV_000008",100,"MK574566","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Minous","Minous monodactylus"
"ESV_000008",100,"MZ005825","Eukaryota","Chordata","Actinopteri","Gobiiformes","Odontobutidae","Perccottus","Perccottus glenii"
"ESV_000008",100,"LC603186","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombropidae","Scombrops","Scombrops oculatus"
"ESV_000008",100,"LC201777","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus japonicus"
"ESV_000008",100,"LC201771","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Decapterus","Decapterus maruadsi"
"ESV_000008",100,"MW420925","Eukaryota","Chordata","Actinopteri","Perciformes","Psychrolutidae","Dasycottus","Dasycottus setiger"
"ESV_000008",100,"MW435597","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx crysos"
"ESV_000008",100,"NC_052767","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Gymnammodytes","Gymnammodytes semisquamatus"
"ESV_000008",100,"NC_052753","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus punctatus"
"ESV_000008",100,"MN703417","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Prionurus","Prionurus biafraensis"
"ESV_000008",100,"MW288827","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys adspersus"
"ESV_000008",100,"MW405962","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Ctenochaetus","Ctenochaetus tominiensis"
"ESV_000008",100,"MT968499","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Glossogobius","Glossogobius aureus"
"ESV_000008",100,"MK391749","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactoria","Lactoria fornasini"
"ESV_000008",100,"MW300339","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon rubrofluviatilis"
"ESV_000008",100,"MW300338","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon pecosensis"
"ESV_000008",100,"MW300333","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon bovinus"
"ESV_000008",100,"MW300327","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Cyprinodontidae","Cyprinodon","Cyprinodon elegans"
"ESV_000008",100,"MW300325","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma fonticola"
"ESV_000008",100,"NC_051884","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Craterognathus","Craterognathus plagiotaenia"
"ESV_000008",100,"MH301080","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca flavescens"
"ESV_000008",100,"MH301068","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis gulosus"
"ESV_000008",100,"MH301066","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis auritus"
"ESV_000008",100,"MH301060","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma flabellare"
"ESV_000008",100,"MF621732","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis punctatus"
"ESV_000008",100,"MT667253","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis cyanellus"
"ESV_000008",100,"MT667248","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Gymnocephalus","Gymnocephalus cernua"
"ESV_000008",100,"NC_050964","Eukaryota","Chordata","Actinopteri","Perciformes","Synanceiidae","Inimicus","Inimicus japonicus"
"ESV_000008",100,"LC583747","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Verasper","Verasper moseri"
"ESV_000008",100,"AP018426","Eukaryota","Chordata","Actinopteri","Caproiformes","Caproidae","Antigonia","Antigonia rubescens"
"ESV_000008",100,"AP018422","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Perca","Perca fluviatilis"
"ESV_000008",100,"MT410871","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus trachurus"
"ESV_000008",100,"MT410908","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus"
"ESV_000008",100,"MN737591","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla hime"
"ESV_000008",100,"MT363639","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Rhinogobius","Rhinogobius formosanus"
"ESV_000008",100,"MN888927","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Cleisthenes","Cleisthenes herzensteini"
"ESV_000008",100,"MN888924","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon"
"ESV_000008",100,"MN888918","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides robustus"
"ESV_000008",100,"MN888917","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus stenolepis"
"ESV_000008",100,"MN888913","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda sakhalinensis"
"ESV_000008",100,"MN888907","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Liopsetta","Liopsetta pinnifasciata"
"ESV_000008",100,"MN888904","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus"
"ESV_000008",100,"MN888894","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta mochigarei"
"ESV_000008",100,"MN888884","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes obscurus"
"ESV_000008",100,"MN888868","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes herzensteini"
"ESV_000008",100,"LC557137","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Flavocaranx","Flavocaranx bajad"
"ESV_000008",100,"MH127918","Eukaryota","Chordata","Actinopteri","Gobiiformes","Gobiidae","Rhinogobius","Rhinogobius duospilus"
"ESV_000008",100,"NC_047290","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Sinipercidae","Siniperca","Siniperca fortis"
"ESV_000008",100,"NC_046748","Eukaryota","Chordata","Actinopteri","Perciformes","Percidae","Etheostoma","Etheostoma trisella"
"ESV_000008",100,"MN952976","Eukaryota","Chordata","Actinopteri","unk_order","Lactariidae","Lactarius","Lactarius lactarius"
"ESV_000008",100,"MN842722","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Percichthyidae","Maccullochella","Maccullochella peelii"
"ESV_000008",100,"MK430069","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Sinipercidae","Siniperca","Siniperca knerii"
"ESV_000008",100,"MF572023","Eukaryota","Chordata","Actinopteri","unk_order","Sillaginidae","Sillago","Sillago flindersi"
"ESV_000008",100,"MN122922","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes marinus"
"ESV_000008",100,"MN122889","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes tobianus"
"ESV_000008",100,"MN122886","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda limanda"
"ESV_000008",100,"MN122825","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides"
"ESV_000008",100,"MN122933","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt"
"ESV_000008",100,"MN122873","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa"
"ESV_000008",100,"AB849114","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina tsurugae"
"ESV_000008",100,"AB849111","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinidae","Hypoatherina","Hypoatherina temminckii"
"ESV_000008",100,"LC493939","Eukaryota","Chordata","Actinopteri","Perciformes","Hoplichthyidae","Hoplichthys","Hoplichthys fasciatus"
"ESV_000008",100,"LC493914","Eukaryota","Chordata","Actinopteri","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla guentheri"
"ESV_000008",100,"LC493906","Eukaryota","Chordata","Actinopteri","Perciformes","Apistidae","Apistus","Apistus carinatus"
"ESV_000008",100,"AP006834","Eukaryota","Chordata","Actinopteri","Anabantiformes","Osphronemidae","Osphronemus","Osphronemus goramy"
"ESV_000008",100,"AP006830","Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Psenopsis","Psenopsis anomala"
"ESV_000008",100,"AP006827","Eukaryota","Chordata","Actinopteri","Acanthuriformes","Luvaridae","Luvarus","Luvarus imperialis"
"ESV_000008",100,"AP006826","Eukaryota","Chordata","Actinopteri","unk_order","Scatophagidae","Scatophagus","Scatophagus argus"
"ESV_000008",100,"AP006811","Eukaryota","Chordata","Actinopteri","Centrarchiformes","Terapontidae","Rhynchopelates","Rhynchopelates oxyrhynchus"
"ESV_000008",100,"AP006804","Eukaryota","Chordata","Actinopteri","unk_order","Malacanthidae","Branchiostegus","Branchiostegus japonicus"
"ESV_000008",100,"AP006801","Eukaryota","Chordata","Actinopteri","Acropomatiformes","Epigonidae","Epigonus","Epigonus denticulatus"
"ESV_000008",100,"AP006788","Eukaryota","Chordata","Actinopteri","unk_order","Centropomidae","Lates","Lates japonicus"
"ESV_000008",100,"AP006784","Eukaryota","Chordata","Actinopteri","Perciformes","Hoplichthyidae","Hoplichthys","Hoplichthys gilberti"
"ESV_000009",100,"NC_005044","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus"
"ESV_000009",100,"NC_012346","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison"
"ESV_000009",100,"NC_006853","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"ESV_000009",100,"NC_005971","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos indicus"
"ESV_000009",100,"MW763078","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos frontalis"
"ESV_000009",100,"MW689251","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos primigenius"
"ESV_000009",100,"MT671408","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus muntjak"
"ESV_000009",100,"MT671404","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus muntjak"
"ESV_000009",100,"MT671399","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus vaginalis"
"ESV_000009",100,"MW364895","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries"
"ESV_000009",100,"MN049913","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison priscus"
"ESV_000009",100,"MN049906","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison priscus"
"ESV_000009",100,"MK770201","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos gaurus"
"ESV_000009",100,"NC_036430","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus putaoensis"
"ESV_000009",100,"MF058146","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ESV_000009",100,"NC_033873","Eukaryota","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison schoetensacki"
"ESV_000009",100,"KY052115","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. VIE5"
"ESV_000009",100,"KY052114","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. VIE6"
"ESV_000009",100,"KY052113","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. VIE10"
"ESV_000009",100,"KY052112","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. VIE12"
"ESV_000009",100,"KY052111","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. VIE9"
"ESV_000009",100,"KY052110","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. CHI2"
"ESV_000009",100,"KY052109","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. IND1"
"ESV_000009",100,"KY052108","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. THA3"
"ESV_000009",100,"KY052107","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. IND8"
"ESV_000009",100,"KY052106","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. THA5"
"ESV_000009",100,"KY052105","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. IND4"
"ESV_000009",100,"KY052104","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. IND3"
"ESV_000009",100,"KY052102","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. THA1"
"ESV_000009",100,"KY052101","Eukaryota","Chordata","Mammalia","Artiodactyla","Cervidae","Muntiacus","Muntiacus sp. THA4"
